WONumber,JObStatus,Category,CompleteDate,CallDate,SchedDate,BatchID,BriefDesc,ExpenseType,yardiCreateDate,yardiUpdatedDate,Date1,Date2
490063,"Work Completed","Repairs","2024-07-22 13:45:00","2024-03-25 10:48:53","07/22/2024 14:59:00",1600032234,"3521-2A-kithcen cabinets                     ","Payables","2024-03-25 00:00:00","2024-08-20 13:47:05",,"2025-05-01 10:44:35"
490069,"Work Completed","Supplies","2024-03-27 10:31:00","2024-03-25 11:11:31","03/28/2024 10:32:52",1600031346,"1860-BLDG-SUPPLIES 3-25-24                   ","Payables","2024-03-25 00:00:00","2024-03-28 10:32:52",,"2025-05-01 10:44:35"
490070,"Work Completed","APH-Plumbing","2024-03-25 12:35:00","2024-03-25 11:11:37","03/25/2024 11:11:00",1600031454,"3530-2B-PLUMBING                             ","Payables","2024-03-25 00:00:00","2024-04-17 12:36:07",,"2025-05-01 10:44:35"
490071,"Work Completed","Supplies","2024-03-26 08:35:00","2024-03-25 11:14:39","03/25/2024 11:14:00",1600031346,"1087-3F-CEMENT                               ","Payables","2024-03-25 00:00:00","2024-03-27 08:36:22",,"2025-05-01 10:44:35"
490074,"Work Completed","Repairs","2024-04-04 13:14:00","2024-03-25 11:22:48","04/04/2024 11:22:00",1600031626,"1011-3I-3 YR PAINT AND RECAULK TILE          ","Payables","2024-03-25 00:00:00","2024-04-30 13:15:22",,"2025-05-01 10:44:35"
490079,"Work Completed","Supplies","2024-04-08 16:31:00","2024-03-25 11:28:36","04/30/2024 16:31:00",1600031627,"1860-3O-COUNTERTOP ORDER                     ","Payables","2024-03-25 00:00:00","2024-05-02 12:04:40",,"2025-05-01 10:44:35"
490081,"Work Completed","Supplies","2024-04-08 16:32:00","2024-03-25 11:32:40","04/30/2024 16:33:00",1600031627,"1513-312-COUNTERTOP ORDER                    ","Payables","2024-03-25 00:00:00","2024-04-30 16:35:51",,"2025-05-01 10:44:35"
490083,"Work Completed","Supplies","2024-04-09 16:36:00","2024-03-25 11:35:44","04/30/2024 16:36:00",1600031627,"3526-2F-COUNTERTOP ORDER                     ","Payables","2024-03-25 00:00:00","2024-04-30 16:37:12",,"2025-05-01 10:44:35"
490084,"Work Completed","APH-Plumbing","2024-03-25 12:22:00","2024-03-25 11:37:53","03/25/2024 11:37:00",1600031454,"3522-2A-PLUMBING                             ","Payables","2024-03-25 00:00:00","2024-04-17 13:40:39",,"2025-05-01 10:44:35"
490092,"Work Completed","Supplies","2024-06-11 14:00:00","2024-03-25 12:05:35","07/09/2024 14:00:29",1600031952,"3519-4E-CABINET ORDER                        ","Cabinets Only","2024-03-25 00:00:00","2024-07-09 14:00:29",,"2025-05-01 10:44:35"
490099,"Work Completed","APH-Plumbing","2024-04-17 12:20:00","2024-03-25 12:18:56","03/25/2024 12:18:00",1600031454,"3658-BSMT-CLOGGED PIPE                       ","Payables","2024-03-25 00:00:00","2024-04-17 12:21:07",,"2025-05-01 10:44:35"
490104,"Work Completed","Supplies","2024-04-09 16:37:00","2024-03-25 12:40:37","04/30/2024 16:38:15",1600031627,"1082-1B-CABINET ORDER                        ","Payables","2024-03-25 00:00:00","2024-04-30 16:38:15",,"2025-05-01 10:44:35"
490109,"Work Completed","Supplies","2024-04-03 16:38:00","2024-03-25 13:03:30","04/30/2024 16:39:08",1600031627,"1081-2A SINKBASE/BASE CABINET ORDER          ","Payables","2024-03-25 00:00:00","2024-04-30 16:39:08",,"2025-05-01 10:44:35"
490113,"Work Completed","Supplies","2024-03-26 08:31:00","2024-03-25 14:37:10","03/27/2024 08:32:10",1600031346,"3509 & 3510 Bldg Supplies                    ","Payables","2024-03-25 00:00:00","2024-03-27 08:32:10",,"2025-05-01 10:44:35"
490115,"Work Completed","APH-Plumbing","2024-03-27 09:44:00","2024-03-25 14:39:27","03/30/2024 09:44:38",1600031347,"1051/apt 1E/TUB & TUB WASTE                  ","Payables","2024-03-25 00:00:00","2024-03-30 09:44:38",,"2025-05-01 10:44:35"
490116,"Work Completed","Supplies","2024-03-26 08:32:00","2024-03-25 14:39:39","03/27/2024 08:33:05",1600031346,"3509-Bathroom faucet                         ","Payables","2024-03-25 00:00:00","2024-03-27 08:33:05",,"2025-05-01 10:44:35"
490119,"Work Completed","Supplies","2024-03-26 08:34:00","2024-03-25 14:56:43","03/27/2024 08:34:00",1600031346,"3544-1A                                      ","Payables","2024-03-25 00:00:00","2024-03-27 08:35:00",,"2025-05-01 10:44:35"
490120,"Work Completed","Supplies","2024-03-27 08:58:00","2024-03-25 14:58:53","04/10/2024 08:58:34",1600031453,"3528-6F-ADDITIONAL CABINET                   ","Payables","2024-03-25 00:00:00","2024-04-10 08:58:34",,"2025-05-01 10:44:35"
490121,"Work Completed","Supplies","2024-03-26 08:28:00","2024-03-25 14:59:44","03/25/2024 14:59:00",1600031346,"1192-52-Supplies 03-25-2024                  ","Payables","2024-03-25 00:00:00","2024-03-27 08:28:56",,"2025-05-01 10:44:35"
490122,"Work Completed","Supplies","2024-03-26 08:35:00","2024-03-25 15:02:19","03/27/2024 08:35:36",1600031346,"3544 & 3548 Bldg Supplies                    ","Payables","2024-03-25 00:00:00","2024-03-27 08:35:36",,"2025-05-01 10:44:35"
490123,"Work Completed","Supplies","2024-03-26 08:29:00","2024-03-25 15:04:46","03/25/2024 15:04:00",1600031346,"1192-BLDG-Supplies 03-25-2024                ","Payables","2024-03-25 00:00:00","2024-03-27 08:29:48",,"2025-05-01 10:44:35"
490128,"Work Completed","APH-Plumbing","2024-03-26 12:26:00","2024-03-25 16:02:23","04/17/2024 12:27:03",1600031454,"3540-2A Bahtub repair                        ","Payables","2024-03-25 00:00:00","2024-04-17 12:27:03",,"2025-05-01 10:44:35"
490130,"Work Completed","AFP","2024-03-12 16:25:00","2024-03-25 16:25:31","03/25/2024 16:27:00",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:28:20",,"2025-05-01 10:44:35"
490132,"Work Completed","AFP","2024-03-12 16:32:00","2024-03-25 16:32:33","03/25/2024 16:33:32",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:33:32",,"2025-05-01 10:44:35"
490135,"Work Completed","AFP","2024-03-12 16:35:00","2024-03-25 16:35:15","03/25/2024 16:36:18",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:36:18",,"2025-05-01 10:44:35"
490136,"Work Completed","AFP","2024-03-12 16:40:00","2024-03-25 16:40:06","03/25/2024 16:41:33",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:41:33",,"2025-05-01 10:44:35"
490137,"Work Completed","AFP","2024-03-12 16:43:00","2024-03-25 16:43:16","03/25/2024 16:44:34",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:44:34",,"2025-05-01 10:44:35"
490138,"Work Completed","AFP","2024-03-12 16:46:00","2024-03-25 16:46:13","03/25/2024 16:47:32",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:47:32",,"2025-05-01 10:44:35"
490139,"Work Completed","Supplies","2024-03-28 08:40:00","2024-03-25 16:48:33","03/25/2024 16:48:00",1600031346,"3544-BLDG-SUPPLIES                           ","Payables","2024-03-25 00:00:00","2024-03-29 08:42:19",,"2025-05-01 10:44:35"
490140,"Work Completed","AFP","2024-03-12 16:50:00","2024-03-25 16:50:01","03/25/2024 16:51:23",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-25 00:00:00","2024-03-25 16:51:23",,"2025-05-01 10:44:35"
490147,"Work Completed","Supplies","2024-03-26 15:53:00","2024-03-26 07:25:43","03/26/2024 07:25:00",1600031627,"1711/BLDG./KEYS                              ","Payables","2024-03-26 00:00:00","2024-05-14 16:54:47",,"2025-05-01 10:44:35"
490150,"Work Completed","AFP","2024-03-20 08:28:00","2024-03-26 08:28:25","03/26/2024 08:30:42",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:30:42",,"2025-05-01 10:44:35"
490151,"Work Completed","AFP","2024-03-22 08:33:00","2024-03-26 08:32:55","03/26/2024 08:34:11",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:34:11",,"2025-05-01 10:44:35"
490152,"Work Completed","AFP","2024-03-22 08:35:00","2024-03-26 08:35:36","03/26/2024 08:36:20",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:36:20",,"2025-05-01 10:44:35"
490153,"Work Completed","AFP","2024-03-22 08:38:00","2024-03-26 08:38:28","03/26/2024 08:41:17",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:41:17",,"2025-05-01 10:44:35"
490154,"Work Completed","AFP","2024-03-22 08:42:00","2024-03-26 08:42:51","03/26/2024 08:44:00",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:44:42",,"2025-05-01 10:44:35"
490155,"Work Completed","AFP","2024-03-22 08:46:00","2024-03-26 08:46:10","03/26/2024 08:47:07",1600031349,"LL 152 GAS INSPECTION                        ","Payables","2024-03-26 00:00:00","2024-03-26 08:47:07",,"2025-05-01 10:44:35"
490175,"Work Completed","Repairs","2024-04-25 08:52:00","2024-03-26 09:48:07","04/25/2024 09:48:00",1600031626,"1868-4B-BR PAINT JOB                         ","Payables","2024-03-26 00:00:00","2024-05-13 08:53:32",,"2025-05-01 10:44:35"
490191,"Work Completed","Supplies","2024-03-26 08:26:00","2024-03-26 10:11:02","03/26/2024 10:11:00",1600031346,"3656-BLDG-ALARMS                             ","Payables","2024-03-26 00:00:00","2024-03-27 08:26:54",,"2025-05-01 10:44:35"
490194,"Work Completed","Supplies","2024-03-28 08:42:00","2024-03-26 10:21:33","03/26/2024 10:21:00",1600031346,"3548-BLDG-SUPPLIES                           ","Payables","2024-03-26 00:00:00","2024-03-29 08:43:22",,"2025-05-01 10:44:35"
490195,"Work Completed","APH-Plumbing","2024-03-29 12:46:00","2024-03-26 10:22:23","03/26/2024 10:22:00",1600031454,"3506-BLDG-BACKFLOW PREVENTER                 ","Payables","2024-03-26 00:00:00","2024-04-17 12:46:30",,"2025-05-01 10:44:35"
490197,"Work Completed","APH-Plumbing","2024-03-26 12:15:00","2024-03-26 10:29:37","03/26/2024 10:29:00",1600031454,"3658-2D-TUB AND SINK IS CLOGGED              ","Payables","2024-03-26 00:00:00","2024-04-17 12:18:53",,"2025-05-01 10:44:35"
490198,"Work Completed","Supplies","2024-03-27 10:35:00","2024-03-26 10:29:45","03/26/2024 10:29:00",1600031346,"1087-BLDG-SUPPLIES                           ","Payables","2024-03-26 00:00:00","2024-03-28 10:35:47",,"2025-05-01 10:44:35"
490199,"Work Completed","Supplies","2024-03-27 10:36:00","2024-03-26 10:32:07","03/26/2024 10:32:00",1600031346,"2001 - Bldg - supplies knob covers           ","Payables","2024-03-26 00:00:00","2024-03-28 10:36:38",,"2025-05-01 10:44:35"
490202,"Call","Supplies",,"2024-03-26 10:36:42",,0,"1440-bldg-HPD Viol.-hallway paint            ","Payables","2024-03-26 00:00:00","2024-03-26 10:36:42",,"2025-05-01 10:44:35"
490213,"Work Completed","APH-Plumbing",,"2024-03-26 10:58:31","03/26/2024 10:58:00",1600031454,"1021-1-2D-Repair Kitchen Sink                ","Payables","2024-03-26 00:00:00","2024-04-17 12:31:49",,"2025-05-01 10:44:35"
490216,"Work Completed","Repairs","2024-04-17 09:29:00","2024-03-26 11:06:22","04/17/2024 11:06:00",1600031626,"1868-4D-BR PAINT JOB                         ","Payables","2024-03-26 00:00:00","2024-05-02 09:30:56",,"2025-05-01 10:44:35"
490221,"Work Completed","Supplies","2024-03-27 10:33:00","2024-03-26 11:21:16","03/26/2024 11:21:00",1600031346,"2041-BLDG-SUPPLIES 03-26-2024                ","Payables","2024-03-26 00:00:00","2024-03-28 10:34:17",,"2025-05-01 10:44:35"
490227,"Work Completed","Supplies","2024-05-10 17:12:00","2024-03-26 11:41:30","03/26/2024 11:41:00",1600031838,"2022-409- supply 3/26/24                     ","Payables","2024-03-26 00:00:00","2024-06-10 17:13:41",,"2025-05-01 10:44:35"
490238,"Work Completed","Repairs","2024-07-17 18:16:00","2024-03-26 12:14:46","07/17/2024 12:14:00",1600032109,"3503-21-3 YEAR PAINT                         ","Payables","2024-03-26 00:00:00","2024-07-31 18:20:50",,"2025-05-01 10:44:35"
490247,"Call","Repairs",,"2024-03-26 12:35:06",,0,"3540-2G bathroom clogged                     ","Payables","2024-03-26 00:00:00","2024-03-26 12:35:06",,"2025-05-01 10:44:35"
490257,"Work Completed","Supplies","2024-03-27 10:34:00","2024-03-26 13:15:32","03/26/2024 13:15:00",1600031346,"3552-BLDG-LOCKS                              ","Payables","2024-03-26 00:00:00","2024-03-28 10:35:00",,"2025-05-01 10:44:35"
490259,"Work Completed","Repairs","2024-04-18 10:04:00","2024-03-26 13:31:28","04/18/2024 13:31:00",1600031626,"890-713-3 YR PAINT                           ","Payables","2024-03-26 00:00:00","2024-05-02 10:05:27",,"2025-05-01 10:44:35"
490260,"Work Completed","Repairs","2024-05-08 12:37:00","2024-03-26 13:36:18","05/08/2024 16:10:00",1600031837,"1006 - 5J - Plaster Paint Grout Ba           ","Payables","2024-03-26 00:00:00","2024-05-20 12:37:52",,"2025-05-01 10:44:35"
490263,"Scheduled","Repairs",,"2024-03-26 14:54:46","03/26/2024 14:54:00",0,"192-207-PAINT REPAIR                         ","Payables","2024-03-26 00:00:00","2024-04-15 09:15:18",,"2025-05-01 10:44:35"
490266,"Scheduled","Repairs",,"2024-03-26 15:09:16","03/26/2024 15:09:00",0,"1006-2A-Repair Bathroom Ceiling              ","Payables","2024-03-26 00:00:00","2024-03-26 15:30:47",,"2025-05-01 10:44:35"
490270,"Work Completed","Repairs","2024-04-30 15:46:00","2024-03-26 15:32:04","04/30/2024 13:28:00",1600031671,"1028-6J REPAIRS                              ","Payables","2024-03-26 00:00:00","2024-05-15 15:48:10",,"2025-05-01 10:44:35"
490271,"Work Completed","Repairs","2024-04-23 08:48:00","2024-03-26 15:41:07","04/23/2024 15:41:00",1600031626,"1091-5B-REGROUT TUB                          ","Payables","2024-03-26 00:00:00","2024-05-13 08:49:18",,"2025-05-01 10:44:35"
490274,"Work Completed","Repairs","2024-04-22 09:04:00","2024-03-26 15:54:41","04/22/2024 15:54:00",1600031626,"1094-5A-3 year paint                         ","Payables","2024-03-26 00:00:00","2024-05-13 09:05:33",,"2025-05-01 10:44:35"
490295,"Call","",,"2024-03-27 08:39:40",,0,"3531-14-post plumbing repairs                ","Payables","2024-03-27 00:00:00","2024-03-27 08:39:54",,"2025-05-01 10:44:35"
490297,"Work Completed","Repairs","2024-04-11 16:58:00","2024-03-27 09:19:17","04/11/2024 10:50:00",1600031626,"1051 - 2G - Post Plbg Bath Ceiling           ","Payables","2024-03-27 00:00:00","2024-05-01 16:59:35",,"2025-05-01 10:44:35"
490301,"Work Completed","Repairs","2024-04-29 13:57:00","2024-03-27 09:33:47","04/29/2024 10:09:00",1600031837,"1022 - 6E - Hallway Floor                    ","Payables","2024-03-27 00:00:00","2024-05-20 12:06:52",,"2025-05-01 10:44:35"
490306,"Work Completed","Supplies","2024-03-28 08:37:00","2024-03-27 09:53:14","03/27/2024 09:53:00",1600031346,"2022-302- supplies 3/27/24                   ","Payables","2024-03-27 00:00:00","2024-04-01 12:36:03",,"2025-05-01 10:44:35"
490307,"Work Completed","Supplies","2024-03-28 08:43:00","2024-03-27 09:55:03","03/27/2024 09:55:00",1600031346,"1182-BLDG-SUPPLIES                           ","Payables","2024-03-27 00:00:00","2024-03-29 08:44:09",,"2025-05-01 10:44:35"
490316,"Work Completed","Repairs","2024-04-26 08:41:00","2024-03-27 10:40:21","04/26/2024 10:40:00",1600031626,"1860-2n-bathroom door                        ","Payables","2024-03-27 00:00:00","2024-05-13 08:42:53",,"2025-05-01 10:44:35"
490317,"Work Completed","Repairs","2024-04-16 08:39:00","2024-03-27 10:45:30","04/16/2024 10:45:00",1600031626,"1701-5A-WINDOW SILL                          ","Payables","2024-03-27 00:00:00","2024-05-13 08:40:29",,"2025-05-01 10:44:35"
490319,"Work Completed","Repairs","2024-04-05 14:02:00","2024-03-27 10:53:39","04/05/2024 10:53:00",1600031626,"1704-3C-3 YEAR PAINT                         ","Payables","2024-03-27 00:00:00","2024-04-30 14:03:28",,"2025-05-01 10:44:35"
490320,"Work Completed","Repairs","2024-04-05 14:04:00","2024-03-27 10:57:39","04/05/2024 10:57:00",1600031626,"1704-3C-REPAIR                               ","Payables","2024-03-27 00:00:00","2024-04-30 14:06:08",,"2025-05-01 10:44:35"
490324,"Work Completed","Repairs","2024-05-09 11:24:00","2024-03-27 11:15:34","05/09/2024 11:15:00",1600031837,"1182-43-POST-PLUMBING                        ","Payables","2024-03-27 00:00:00","2024-05-20 11:24:56",,"2025-05-01 10:44:35"
490328,"Scheduled","Supplies",,"2024-03-27 11:34:17","03/27/2024 11:34:00",0,"1860-2n-faucet                               ","Payables","2024-03-27 00:00:00","2024-03-29 11:54:55",,"2025-05-01 10:44:35"
490330,"Work Completed","Repairs","2024-04-10 10:21:00","2024-03-27 11:45:14","03/27/2024 11:45:00",1600031452,"1063-BLDG-BARBERSHOP                         ","Payables","2024-03-27 00:00:00","2024-04-10 10:22:02",,"2025-05-01 10:44:35"
490339,"Work Completed","Repairs","2024-04-22 08:50:00","2024-03-27 12:26:07","04/22/2024 11:29:00",1600031626,"7002-713/3yr paint                           ","Payables","2024-03-27 00:00:00","2024-05-13 08:51:34",,"2025-05-01 10:44:35"
490340,"Work Completed","APH-Plumbing","2024-05-24 15:20:00","2024-03-27 12:27:45","03/27/2024 12:27:00",1600031839,"1513-311-SHOWERBODY                          ","Payables","2024-03-27 00:00:00","2024-05-24 15:22:33",,"2025-05-01 10:44:35"
490347,"Work Completed","Repairs","2024-05-13 10:50:00","2024-03-27 13:09:13","05/13/2024 10:50:00",1600031837,"1087-2D bathroom door replacement            ","Payables","2024-03-27 00:00:00","2024-06-17 12:52:45",,"2025-05-01 10:44:35"
490358,"Work Completed","Supplies","2024-03-28 08:44:00","2024-03-27 14:12:34","03/29/2024 08:45:31",1600031346,"1026-Bldg Supplies                           ","Payables","2024-03-27 00:00:00","2024-03-29 08:45:31",,"2025-05-01 10:44:35"
490360,"Work Completed","Supplies","2024-03-28 08:45:00","2024-03-27 14:15:43","03/29/2024 08:46:26",1600031346,"1026-36 Mortise lock                         ","Payables","2024-03-27 00:00:00","2024-03-29 08:46:26",,"2025-05-01 10:44:35"
490370,"Scheduled","Oil",,"2024-03-27 15:47:33","03/27/2024 15:47:33",0,"3548-BOILER-CONDENSATE TANK                  ","Payables","2024-03-27 00:00:00","2024-03-27 15:47:33",,"2025-05-01 10:44:35"
490372,"Work Completed","APH-Boiler","2024-04-04 15:02:00","2024-03-27 15:52:04","03/27/2024 15:52:00",1600031455,"1026-BOILER-NEW OIL FILL LINE                ","Payables","2024-03-27 00:00:00","2024-04-16 15:02:24",,"2025-05-01 10:44:35"
490374,"Work Completed","Repairs","2024-04-16 09:34:00","2024-03-27 16:08:08","04/16/2024 16:08:00",1600031626,"3508-2F-KITCHEN FLOOR                        ","Payables","2024-03-27 00:00:00","2024-05-02 14:32:08",,"2025-05-01 10:44:35"
490376,"Work Completed","APH-Boiler",,"2024-03-27 16:38:55","03/27/2024 16:38:00",1600031629,"1101-BLDG-BOILER                             ","Payables","2024-03-27 00:00:00","2024-04-17 15:17:14",,"2025-05-01 10:44:35"
490381,"Work Completed","Supplies","2024-03-28 08:36:00","2024-03-28 08:44:00","03/29/2024 08:37:13",1600031346,"1022 - 1M - supplies Combo CO-Smoke          ","Payables","2024-03-28 00:00:00","2024-03-29 08:37:13",,"2025-05-01 10:44:35"
490382,"Work Completed","Supplies","2024-04-01 16:39:00","2024-03-28 09:08:17","03/28/2024 09:08:00",1600031627,"1061-2-3B-Supply 03-28-2024                  ","Payables","2024-03-28 00:00:00","2024-04-30 16:40:22",,"2025-05-01 10:44:35"
490383,"Work Completed","Supplies","2024-04-01 16:43:00","2024-03-28 09:18:08","03/28/2024 09:18:00",1600031627,"3503-BLDG-GARBAGE BAGS                       ","Payables","2024-03-28 00:00:00","2024-04-30 16:43:36",,"2025-05-01 10:44:35"
490384,"Canceled","Proposals",,"2024-03-28 09:22:20","03/28/2024 09:22:00",0,"1880-524 VACANT/FLOOR REPLACEMENT            ","Payables","2024-03-28 00:00:00","2024-10-08 14:42:36",,"2025-05-01 10:44:35"
490385,"Work Completed","APH-Plumbing","2024-04-17 12:40:00","2024-03-28 09:22:37","03/28/2024 09:22:00",1600031454,"5035-BLDG-LL152 GAS PIPE INSPECTION          ","Payables","2024-03-28 00:00:00","2024-04-17 12:40:26",,"2025-05-01 10:44:35"
490386,"Work Completed","APH-Plumbing","2024-04-17 12:32:00","2024-03-28 09:25:05","03/28/2024 09:25:00",1600031454,"5037-BLDG-LL152 GAS PIPE INSPECTION          ","Payables","2024-03-28 00:00:00","2024-04-17 12:32:57",,"2025-05-01 10:44:35"
490387,"Work Completed","APH-Plumbing",,"2024-03-28 09:28:28","03/28/2024 09:28:00",1600031454,"5034-BLDG-LL152 GAS PIPE INSPECTION          ","Payables","2024-03-28 00:00:00","2024-04-17 12:22:09",,"2025-05-01 10:44:35"
490390,"Work Completed","Supplies","2024-04-01 16:42:00","2024-03-28 09:39:30","04/30/2024 16:42:55",1600031627,"1836-bldg-supplies repairs                   ","Payables","2024-03-28 00:00:00","2024-04-30 16:42:55",,"2025-05-01 10:44:35"
490393,"Work Completed","Repairs","2024-04-24 16:53:00","2024-03-28 10:05:36","04/24/2024 11:38:00",1600031626,"3526-CABINET INSTALL                         ","Payables","2024-03-28 00:00:00","2024-05-01 16:54:33",,"2025-05-01 10:44:35"
490399,"Work Completed","APH-Plumbing","2024-04-17 11:55:00","2024-03-28 10:23:46","03/28/2024 10:23:00",1600031953,"3508-BSMT-PIPE LEAK                          ","Payables","2024-03-28 00:00:00","2024-07-03 14:48:41",,"2025-05-01 10:44:35"
490407,"Work Completed","Repairs","2024-04-17 15:52:00","2024-03-28 10:37:58","04/17/2024 10:37:00",1600031626,"3528-6F-REPAIR                               ","Payables","2024-03-28 00:00:00","2024-05-01 15:53:18",,"2025-05-01 10:44:35"
490408,"Work Completed","Supplies","2024-04-17 15:33:00","2024-03-28 10:40:06","03/28/2024 10:40:00",1600031627,"3528-6F-SUPPLIES                             ","Payables","2024-03-28 00:00:00","2024-05-03 15:34:31",,"2025-05-01 10:44:35"
490410,"Work Completed","Supplies","2024-04-02 16:53:00","2024-03-28 10:44:57","03/28/2024 10:44:00",1600031627,"3527-3B-SUPPLIES 3/28/24                     ","Payables","2024-03-28 00:00:00","2024-04-30 16:54:09",,"2025-05-01 10:44:35"
490413,"Canceled","",,"2024-03-28 10:49:37",,0,"75 East Central Avenue/ Pearl River          ","Payables","2024-03-28 00:00:00","2025-01-29 11:33:26",,"2025-05-01 10:44:35"
490415,"Work Completed","Repairs","2024-04-25 08:44:00","2024-03-28 10:56:17","04/25/2024 10:56:00",1600031626,"3656-1B-PAINT BATHROOM                       ","Payables","2024-03-28 00:00:00","2024-05-13 08:45:24",,"2025-05-01 10:44:35"
490418,"Work Completed","Supplies","2024-04-01 16:45:00","2024-03-28 11:02:25","04/30/2024 16:45:00",1600031627,"3526-SUPPLIES                                ","Payables","2024-03-28 00:00:00","2024-05-14 16:56:07",,"2025-05-01 10:44:35"
490423,"Work Completed","Repairs","2024-05-06 12:43:00","2024-03-28 11:23:36","05/06/2024 11:23:00",1600031837,"1701-3D-FLOOR REPAIR                         ","Payables","2024-03-28 00:00:00","2024-05-20 12:44:50",,"2025-05-01 10:44:35"
490436,"Work Completed","APH-Plumbing",,"2024-03-28 12:58:56","03/28/2024 12:58:00",1600031454,"3508-BSMT-STEAM LEAK                         ","Payables","2024-03-28 00:00:00","2024-04-17 12:15:22",,"2025-05-01 10:44:35"
490445,"Work Completed","Supplies","2024-04-01 16:27:00","2024-03-28 14:08:09","03/28/2024 14:08:00",1600031627,"5032-BLDG-SUPPLIES                           ","Payables","2024-03-28 00:00:00","2024-05-02 16:28:07",,"2025-05-01 10:44:35"
490447,"Work Completed","Supplies","2024-04-10 10:12:00","2024-03-28 14:12:07","03/28/2024 14:12:00",1600031453,"1055-1-BLDG-RAMP & SUPPLIES                  ","Payables","2024-03-28 00:00:00","2024-04-10 10:14:47",,"2025-05-01 10:44:35"
490458,"Work Completed","Repairs","2024-05-13 10:30:00","2024-03-28 15:21:53","05/13/2024 15:21:00",1600031837,"1059-1-3C-BATHROOM REPAIR                    ","Payables","2024-03-28 00:00:00","2024-06-05 10:31:19",,"2025-05-01 10:44:35"
490460,"Work Completed","Repairs","2024-05-13 10:36:00","2024-03-28 15:28:45","05/13/2024 15:28:00",1600031837,"1059-1-3C-DOORS INSTALLATION                 ","Payables","2024-03-28 00:00:00","2024-06-05 10:38:10",,"2025-05-01 10:44:35"
490468,"Work Completed","Supplies","2024-04-01 16:41:00","2024-03-28 16:36:55","03/28/2024 16:36:00",1600031627,"1055-1-BLDG-SUPPLIES                         ","Payables","2024-03-28 00:00:00","2024-04-30 16:42:05",,"2025-05-01 10:44:35"
490489,"Work Completed","Supplies","2024-04-01 16:49:00","2024-03-29 10:03:22","04/30/2024 16:49:39",1600031627,"1054 - Bldg - supplies Combo detect          ","Payables","2024-03-29 00:00:00","2024-04-30 16:49:39",,"2025-05-01 10:44:35"
490504,"Work Completed","Repairs","2024-04-29 13:18:00","2024-03-29 11:10:05","04/29/2024 11:10:00",1600031671,"3572-2C-3 YEAR PAINT                         ","Payables","2024-03-29 00:00:00","2024-05-15 13:20:02",,"2025-05-01 10:44:35"
490507,"Work Completed","Repairs","2024-04-29 13:15:00","2024-03-29 11:18:21","04/29/2024 11:18:00",1600031671,"3572-2C-REPAIR                               ","Payables","2024-03-29 00:00:00","2024-05-15 13:16:47",,"2025-05-01 10:44:35"
490508,"Work Completed","Supplies","2024-03-29 18:24:00","2024-03-29 11:20:28","03/29/2024 11:20:00",1600031627,"1021/BLDG./KEYS                              ","Payables","2024-03-29 00:00:00","2024-05-14 16:56:34",,"2025-05-01 10:44:35"
490509,"Work Completed","APH-Plumbing","2024-04-01 19:08:00","2024-03-29 11:33:00","03/29/2024 11:33:00",1600031628,"1976-506-toilet brokeleaking water           ","Payables","2024-03-29 00:00:00","2024-05-11 19:16:05",,"2025-05-01 10:44:35"
490515,"Work Completed","APH-Plumbing","2024-04-02 14:23:00","2024-03-29 12:05:22","03/29/2024 12:05:00",1600031628,"3548-BST-SUMP PUMP                           ","Payables","2024-03-29 00:00:00","2024-05-10 14:31:13",,"2025-05-01 10:44:35"
490519,"Work Completed","Supplies","2024-04-01 16:44:00","2024-03-29 12:16:50","03/29/2024 12:16:00",1600031627,"1087-BLDG-SUPPLIES                           ","Payables","2024-03-29 00:00:00","2024-04-30 16:44:37",,"2025-05-01 10:44:35"
490521,"Work Completed","Repairs","2024-04-24 08:57:00","2024-03-29 12:38:27","04/24/2024 12:38:00",1600031626,"1006-2D-Repair Bathroom Ceiling              ","Payables","2024-03-29 00:00:00","2024-05-13 08:58:37",,"2025-05-01 10:44:35"
490537,"Work Completed","APH-Plumbing","2024-03-29 08:51:00","2024-04-01 07:23:47","05/17/2024 09:06:26",1600031673,"1022 - boiler - boiler down no HW            ","Payables","2024-04-01 00:00:00","2024-05-17 09:06:26",,"2025-05-01 10:44:35"
