WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth,WODetailRowID,Date1,Date2
503828,7001,307,"Work Completed","Repairs","2024-09-18 09:33:57",,"2024-10-08 09:33:00",1600032584,"2024-11-11 13:46:55","2024-10-08 18:35:00",,"7001-307-BEDROOM FL                          ",39,,"REPAIR USING UNFINIHSED OAK",14.5,565.5,"2024-10-31 00:00:00","2024-10",978146,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504293,3528,"3A","Work Completed","Repairs","2024-09-24 11:07:21",,"2024-10-24 11:07:00",1600032584,"2024-11-11 13:46:55","2024-10-24 08:36:00",,"3528-3A-3 YEAR PAINT                         ",4,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1300,"2024-10-31 00:00:00","2024-10",978455,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504293,3528,"3A","Work Completed","Repairs","2024-09-24 11:07:21",,"2024-10-24 11:07:00",1600032584,"2024-11-11 13:46:55","2024-10-24 08:36:00",,"3528-3A-3 YEAR PAINT                         ",4,805             ,"Two coats are required, per room",150,600,"2024-10-31 00:00:00","2024-10",978456,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504285,3548,"3B","Work Completed","Repairs","2024-09-24 10:44:32",,"2024-10-03 10:44:00",1600032584,"2024-11-11 13:46:55","2024-10-03 16:40:00",,"3548-3B-KITCHEN FLOOR                        ",70,110             ,"SQFT   Install a new kitchen floor using underlayment and LVT.",10.5,735,"2024-10-31 00:00:00","2024-10",978453,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504285,3548,"3B","Work Completed","Repairs","2024-09-24 10:44:32",,"2024-10-03 10:44:00",1600032584,"2024-11-11 13:46:55","2024-10-03 16:40:00",,"3548-3B-KITCHEN FLOOR                        ",70,100             ,"SQFT   Demo the kitchen floor.",3.65,255.5,"2024-10-31 00:00:00","2024-10",978452,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504464,1440,"6B","Scheduled","Supplies","2024-09-25 17:49:02",,"2024-11-21 16:22:30",0,,"2024-11-01 16:22:00",,"1440-6B-CABINET ORDER                        ",3,"05-02530        ","Toe Kick",59.4,178.2,,,978753,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504464,1440,"6B","Scheduled","Supplies","2024-09-25 17:49:02",,"2024-11-21 16:22:30",0,,"2024-11-01 16:22:00",,"1440-6B-CABINET ORDER                        ",1,"05-02500        ","Countertop (Custom)priced per order",1474.3,1474.3,,,978754,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503341,7002,823,"Canceled","Repairs","2024-09-11 12:16:40",,,0,,,,"7002-823/Court Stip Paint                    ",3,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,975,,,977465,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",1,"20-00590        ","Plate, GFI (White)",1.51,1.51,,,978811,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503122,8013,"BLDG","Scheduled","Supplies","2024-09-09 16:52:25",,"2024-09-09 16:52:00",0,,"2024-09-11 18:57:00",,"8013-BLDG SUPPLIES                           ",7,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",9.72,68.04,,,977334,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503122,8013,"BLDG","Scheduled","Supplies","2024-09-09 16:52:25",,"2024-09-09 16:52:00",0,,"2024-09-11 18:57:00",,"8013-BLDG SUPPLIES                           ",1,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,43.9,,,977336,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503122,8013,"BLDG","Scheduled","Supplies","2024-09-09 16:52:25",,"2024-09-09 16:52:00",0,,"2024-09-11 18:57:00",,"8013-BLDG SUPPLIES                           ",18,"40-03800        ","Battery, 9 volt",5.27,94.86,,,977333,"2024-03-22 00:00:00","2024-11-22 00:00:00"
501731,8005,,"Scheduled","Repairs","2024-08-22 07:37:59",,"2024-09-09 11:28:00",0,,"2024-09-03 11:27:00",,"8005-Bldg Repair                             ",1,"svc             ","SERVICE TO BE RENDERED-CARPENTRY",1900,1900,,,977287,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503341,7002,823,"Canceled","Repairs","2024-09-11 12:16:40",,,0,,,,"7002-823/Court Stip Paint                    ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,,977466,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",2,"30-00900        ","Paint, Roller, 9""",3.38,6.76,,,978808,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",1,"30-00210        ","Paint Brush 3""",0.69,0.69,,,978809,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",1,"20-00561        ","GFI Outlets",24.69,24.69,,,978810,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",2,"20-00580        ","Fixture w/o Pull Chain, Kitchen-Hall-Liv-Bed",71.81,143.62,,,978807,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504512,1712,"3H","Canceled","Supplies","2024-09-26 10:16:15",,,0,,,,"1712-5D-vacant supplies-9-26-24              ",1,"20-01300        ","Fixture, Kitchen with cover",37.8,37.8,,,978806,"2024-03-22 00:00:00","2024-11-22 00:00:00"
502901,4073,"3B","Scheduled","Supplies","2024-09-06 10:03:33",,"2024-09-06 10:03:00",0,,,,"4073-3B-FLOOR SUPPLIES (VACANT)              ",2,"40-04152        ","Buffing Machine Pads (Stripping),Black",7.58,15.16,,,977029,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504457,4117,,"Scheduled","Supplies","2024-09-25 15:42:51",,"2024-09-25 15:42:00",0,,"2024-10-11 11:52:00",,"4117-material                                ",2,"10-00100        ","Adhesive Glue VCT (1 gallon)",42.71,85.42,,,978739,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504500,4114,,"Scheduled","Supplies","2024-09-26 09:54:37",,"2024-09-26 09:54:00",0,,,,"4113-BUILDING SIGNS (2060 CROTONA)           ",1,"37-01600        ","CO DETECTOR LAW METAL SIGN",16.19,16.19,,,978786,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504500,4114,,"Scheduled","Supplies","2024-09-26 09:54:37",,"2024-09-26 09:54:00",0,,,,"4113-BUILDING SIGNS (2060 CROTONA)           ",1,"37-01200        ","No Smoking Sign and e-cigarettes",10,10,,,978790,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504500,4114,,"Scheduled","Supplies","2024-09-26 09:54:37",,"2024-09-26 09:54:00",0,,,,"4113-BUILDING SIGNS (2060 CROTONA)           ",1,"40-06180        ","Sign, Boiler Room",3,3,,,978787,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504500,4114,,"Scheduled","Supplies","2024-09-26 09:54:37",,"2024-09-26 09:54:00",0,,,,"4113-BUILDING SIGNS (2060 CROTONA)           ",1,"37-00100        ","ALL BUILDING SIGN",73.48,73.48,,,978784,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503121,8012,"BLDG","Scheduled","Supplies","2024-09-09 16:48:01",,"2024-09-09 16:48:00",0,,"2024-09-11 18:56:00",,"8012-BLDG SUPPLIES                           ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,,,977330,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504508,4100,,"Scheduled","Supplies","2024-09-26 10:09:30",,"2024-09-26 10:09:31",0,,,,"4100-BUILDING SIGNS                          ",1,"37-01600        ","CO DETECTOR LAW METAL SIGN",16.19,16.19,,,978799,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504508,4100,,"Scheduled","Supplies","2024-09-26 10:09:30",,"2024-09-26 10:09:31",0,,,,"4100-BUILDING SIGNS                          ",1,"40-06192        ","IN A FIRE CLOSE ALL DOORS SELF STICK SIGN ( Building Hallway)",5.39,5.39,,,978800,"2024-03-22 00:00:00","2024-11-22 00:00:00"
504508,4100,,"Scheduled","Supplies","2024-09-26 10:09:30",,"2024-09-26 10:09:31",0,,,,"4100-BUILDING SIGNS                          ",1,"40-06180        ","Sign, Boiler Room",3,3,,,978803,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503120,8011,"BLDG","Scheduled","Supplies","2024-09-09 16:44:41",,"2024-09-09 16:44:00",0,,"2024-09-11 18:55:00",,"8011-BLDG-SUPPLIES                           ",6,"40-03850        ","Bleach, 1 gallon",5.94,35.64,,,977322,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503120,8011,"BLDG","Scheduled","Supplies","2024-09-09 16:44:41",,"2024-09-09 16:44:00",0,,"2024-09-11 18:55:00",,"8011-BLDG-SUPPLIES                           ",5,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,187.5,,,977324,"2024-03-22 00:00:00","2024-11-22 00:00:00"
503235,3514,"2A","Canceled","Repairs","2024-09-10 14:33:00",,"2024-09-10 14:33:00",0,,,,"3514-2A-REGROUT CXLD                         ",1,290             ,"Regrout & recaulk bathtub tile area",215,215,,,977401,"2024-03-22 00:00:00","2024-11-22 00:00:00"
501396,1976,1001,"Scheduled","Repairs","2024-08-16 13:29:51",,"2024-08-16 13:29:00",0,,,,"1976-1001 3-YEAR PAINT                       ",1,170             ,"Scrape, plaster,paint the complete kitchen",325,325,,,975447,"2024-03-22 00:00:00","2024-11-22 00:00:00"
501396,1976,1001,"Scheduled","Repairs","2024-08-16 13:29:51",,"2024-08-16 13:29:00",0,,,,"1976-1001 3-YEAR PAINT                       ",1,805             ,"Two coats are required, per room",150,150,,,975448,"2024-03-22 00:00:00","2024-11-22 00:00:00"
501396,1976,1001,"Scheduled","Repairs","2024-08-16 13:29:51",,"2024-08-16 13:29:00",0,,,,"1976-1001 3-YEAR PAINT                       ",1,"ncu6            ","""NO CHILD UNDER THE AGE OF SIX""",0,0,,,975449,"2024-03-22 00:00:00","2024-11-22 00:00:00"
505802,3525,"BLDG","Scheduled","Supplies","2024-10-11 11:40:44",,"2024-10-11 11:40:00",0,,,,"3525- BLDG- SUPPLIES 10/11/24                ",6,"35-01925        ","Spindle, Gerber Diverter Stem",10.54,63.24,,,980305,"2024-03-22 00:00:00","2024-11-22 00:00:00"
501528,1860,"1860-2M","Scheduled","Repairs","2024-08-20 09:46:51",,"2024-08-20 09:46:00",0,,,,"1860-2M-GRAB BAR INSTALLATION                ",1,"40-01018        ","Grab Bar 18""  bathroom/shower - Stainless Steel",9.5,9.5,,,975564,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479192,1082,"5B","Work Completed","Repairs","2023-10-20 12:01:05",,"2024-03-08 13:11:00",1600031345,"2024-04-03 12:36:38","2024-03-08 16:38:00",,"1082-BATH REPAIRS 10/20/23                   ",1,280             ,"Scrape, plaster, paint the complete bathroom",180,180,"2024-03-31 00:00:00","2024-03",951134,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479192,1082,"5B","Work Completed","Repairs","2023-10-20 12:01:05",,"2024-03-08 13:11:00",1600031345,"2024-04-03 12:36:38","2024-03-08 16:38:00",,"1082-BATH REPAIRS 10/20/23                   ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-03-31 00:00:00","2024-03",951135,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495136,1101,"1101-2B","Work Completed","Repairs","2024-05-30 11:37:22",,"2024-06-11 11:37:00",1600031951,"2024-07-11 17:34:18","2024-06-11 09:53:00",,"1101-2B-REPAIRS                              ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972391,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495754,1026,2,"Work Completed","Repairs","2024-06-06 11:57:57",,"2024-06-28 14:01:00",1600031951,"2024-07-11 17:34:18","2024-06-28 14:29:00",,"1026-2Bedroom door Installation              ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972413,"2024-03-22 00:00:00","2024-11-22 00:00:00"
488673,1712,"4D","Work Completed","Repairs","2024-03-05 09:59:06",,"2024-06-06 12:55:00",1600031951,"2024-07-11 17:34:18","2024-06-06 10:50:00",,"1712-4D-cabinet installation                 ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972354,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493311,1083,"3C","Work Completed","Repairs","2024-05-06 10:28:22",,"2024-06-06 13:33:00",1600031951,"2024-07-11 17:34:18","2024-06-06 10:07:00",,"                                             ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972368,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493316,1083,"3C","Work Completed","Repairs","2024-05-06 10:44:57",,"2024-06-06 13:31:00",1600031951,"2024-07-11 17:34:18","2024-06-06 09:44:00",,"1083-3C 3Y PAINT                             ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972369,"2024-03-22 00:00:00","2024-11-22 00:00:00"
491363,1831,"1831-1","Work Completed","Repairs","2024-04-11 10:36:22",,"2024-06-26 16:54:00",1600031951,"2024-07-11 17:34:18","2024-06-26 15:21:00",,"1831-1-paint bathroom-4-11-24                ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972360,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479956,3651,"3652-2B","Work Completed","Repairs","2023-10-31 15:31:07",,"2024-06-07 15:31:00",1600031951,"2024-07-11 17:34:18","2024-06-07 11:05:00",,"3651-3652-2B- 3 YEAR PAINT                   ",5,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1625,"2024-06-30 00:00:00","2024-06",951734,"2024-03-22 00:00:00","2024-11-22 00:00:00"
496289,1055,"1-5R","Work Completed","Repairs","2024-06-12 12:10:35",,"2024-06-26 12:10:00",1600031951,"2024-07-11 17:34:18","2024-06-26 15:02:00",,"1055-1-5R-CABINET INSTALLATION               ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972418,"2024-03-22 00:00:00","2024-11-22 00:00:00"
492938,4064,"2-1E","Work Completed","Repairs","2024-04-30 15:24:47",,"2024-04-30 15:24:00",1600031951,"2024-07-11 17:34:18","2024-05-15 12:44:00",,"4064-2-1E-POST PLUMBING FL REPAIR            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972365,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494493,1192,25,"Work Completed","Repairs","2024-05-21 11:26:18",,"2024-06-17 16:20:00",1600031951,"2024-07-11 17:34:18","2024-06-17 11:50:00",,"1192 - 25 - Finish 3 yr paint job            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972381,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494520,4090,,"Work Completed","Repairs","2024-05-21 14:23:55",,"2024-05-21 14:23:00",1600031951,"2024-07-11 17:34:18",,,"TENANT FILES PICK UP                         ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972382,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494302,1081,"1B","Work Completed","Repairs","2024-05-17 12:21:15",,"2024-06-14 15:45:00",1600031951,"2024-07-11 17:34:18","2024-06-14 14:29:00",,"1081-1B REPAIRS                              ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972380,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495131,1101,"1101-2C","Work Completed","Repairs","2024-05-30 11:20:49",,"2024-06-18 11:20:00",1600031951,"2024-07-11 17:34:18","2024-06-18 11:14:00",,"1101-2C-REPAIRS                              ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972389,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493971,5037,"2-23","Work Completed","Repairs","2024-05-14 14:07:59",,"2024-06-04 14:07:00",1600031951,"2024-07-11 17:34:18","2024-06-04 11:10:00",,"5037-2-23-VAC/KITCHEN FLOOR                  ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972370,"2024-03-22 00:00:00","2024-11-22 00:00:00"
491211,1088,"5J","Work Completed","Repairs","2024-04-09 13:05:23",,"2024-05-02 13:05:00",1600031951,"2024-07-11 17:34:18","2024-05-20 16:07:00",,"1088-5J-CABINETS                             ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972358,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494660,1059,"1-4C","Work Completed","Repairs","2024-05-23 09:54:33",,"2024-06-17 09:54:00",1600031951,"2024-07-11 17:34:18","2024-06-17 12:10:00",,"1059-1-4C-3 YEAR PAINT                       ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972384,"2024-03-22 00:00:00","2024-11-22 00:00:00"
485144,3004,"5C","Work Completed","Repairs","2024-01-17 12:32:53",,"2024-06-26 12:31:00",1600031951,"2024-07-11 17:34:18","2024-06-26 10:30:00",,"3004-5C 3 Year Paint                         ",1,,"CREDIT",-1425,-1425,"2024-06-30 00:00:00","2024-06",972346,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495381,1027,"3E","Work Completed","Repairs","2024-06-03 11:24:21",,"2024-06-28 12:50:00",1600031951,"2024-07-11 17:34:18","2024-06-28 14:16:00",,"1027-3CABINET INSTALL                        ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972396,"2024-03-22 00:00:00","2024-11-22 00:00:00"
486306,1026,48,"Work Completed","Repairs","2024-02-01 17:35:07",,"2024-02-26 11:55:00",1600031951,"2024-07-11 17:34:18","2024-06-17 11:27:00",,"1026-48 private hallway floor                ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972352,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495651,4100,,"Work Completed","Repairs","2024-06-05 12:43:50",,"2024-07-09 13:10:00",1600031951,"2024-07-11 17:34:18","2024-06-07 13:08:00",,"PICK UP TENANT FILES                         ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972408,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479956,3651,"3652-2B","Work Completed","Repairs","2023-10-31 15:31:07",,"2024-06-07 15:31:00",1600031951,"2024-07-11 17:34:18","2024-06-07 11:05:00",,"3651-3652-2B- 3 YEAR PAINT                   ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2024-06-30 00:00:00","2024-06",951736,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479956,3651,"3652-2B","Work Completed","Repairs","2023-10-31 15:31:07",,"2024-06-07 15:31:00",1600031951,"2024-07-11 17:34:18","2024-06-07 11:05:00",,"3651-3652-2B- 3 YEAR PAINT                   ",0,"cu6             ","""CHILD UNDER AGE 6""",0,0,"2024-06-30 00:00:00","2024-06",951737,"2024-03-22 00:00:00","2024-11-22 00:00:00"
479956,3651,"3652-2B","Work Completed","Repairs","2023-10-31 15:31:07",,"2024-06-07 15:31:00",1600031951,"2024-07-11 17:34:18","2024-06-07 11:05:00",,"3651-3652-2B- 3 YEAR PAINT                   ",5,805             ,"Two coats are required, per room",150,750,"2024-06-30 00:00:00","2024-06",951735,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495326,1055,"1-5F","Work Completed","Repairs","2024-06-03 09:39:01",,"2024-06-21 09:39:00",1600031951,"2024-07-11 17:34:18","2024-06-21 12:04:00",,"1055-1-5F-PAINT HPD VIOL                     ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972394,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493577,4089,"1A","Work Completed","Supplies","2024-05-08 15:23:26",,"2024-05-08 15:23:00",1600031952,"2024-07-11 17:36:03","2024-05-08 09:47:00",,"4089-1A-WINDOW GUARD                         ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972441,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495504,4116,,"Work Completed","Supplies","2024-06-04 11:24:31",,"2024-06-04 11:24:00",1600031952,"2024-07-11 17:36:03","2024-06-10 13:33:00",,"4116-vacant 3L SUPPLIES 6.7.24               ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972486,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495258,1055,"1-5F","Work Completed","Supplies","2024-05-31 10:36:51",,"2024-07-09 11:48:36",1600031952,"2024-07-11 17:36:03","2024-06-26 11:47:00",,"1055-5F-CABINET ORDER                        ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972468,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495446,1061,"1-BLDG","Work Completed","Supplies","2024-06-04 08:49:08",,"2024-06-04 08:49:00",1600031952,"2024-07-11 17:36:03","2024-06-05 12:35:00",,"1061-1-BLDG-SUPPLIES 06-04-2024              ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972478,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495168,1860,"1861-5B","Work Completed","Supplies","2024-05-30 12:57:58",,"2024-07-09 11:42:01",1600031952,"2024-07-11 17:36:03","2024-06-26 11:41:00",,"1861-5B-CABINET ORDER                        ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972464,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495637,4065,,"Work Completed","Supplies","2024-06-05 12:08:59",,"2024-06-05 12:08:00",1600031952,"2024-07-11 17:36:03","2024-06-06 12:55:00",,"890 ELSMERE PL BLDG SUPPLIES                 ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972495,"2024-03-22 00:00:00","2024-11-22 00:00:00"
496640,4094,,"Work Completed","Supplies","2024-06-17 11:55:11",,"2024-06-17 11:55:00",1600031952,"2024-07-11 17:36:03","2024-06-21 16:29:00",,"4094-1F- SUPPLIES 6.17.24                    ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972543,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495694,4073,,"Work Completed","Supplies","2024-06-05 16:30:13",,"2024-06-05 16:30:00",1600031952,"2024-07-11 17:36:03","2024-06-10 13:43:00",,"4073-BLDG GARBAGE BAGS                       ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972500,"2024-03-22 00:00:00","2024-11-22 00:00:00"
496326,4080,,"Work Completed","Supplies","2024-06-12 15:33:18",,"2024-06-12 15:33:00",1600031952,"2024-07-11 17:36:03","2024-06-17 15:27:00",,"4080-BLDG - SUPPLIES 6/12/24                 ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972530,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493515,4081,"1A","Work Completed","Supplies","2024-05-08 09:13:14",,"2024-05-31 15:01:00",1600031952,"2024-07-11 17:36:03","2024-05-24 15:00:00",,"4081-1A-CABINET ORDER                        ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972440,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495649,1055,"1-BLDG","Work Completed","Supplies","2024-06-05 12:41:21",,"2024-06-05 12:41:00",1600031952,"2024-07-11 17:36:03","2024-06-10 13:25:00",,"1055-1-BLDG-SUPPLIES                         ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972499,"2024-03-22 00:00:00","2024-11-22 00:00:00"
496583,1831,"1831-15","Work Completed","Supplies","2024-06-17 09:10:37",,"2024-07-09 15:39:10",1600031952,"2024-07-11 17:36:03","2024-06-18 15:38:00",,"1831-15-court stip-lockset                   ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972540,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494972,1087,"BLDG","Work Completed","Supplies","2024-05-29 10:12:51",,"2024-05-29 10:12:00",1600031952,"2024-07-11 17:36:03","2024-06-04 12:16:00",,"1087-BLDG SUPPLIES                           ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972459,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495643,4081,,"Work Completed","Supplies","2024-06-05 12:33:18",,"2024-06-05 12:33:00",1600031952,"2024-07-11 17:36:03","2024-06-07 13:04:00",,"870 E 175TH ST BUILDING SUPPLIES             ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972497,"2024-03-22 00:00:00","2024-11-22 00:00:00"
493428,4060,,"Work Completed","Supplies","2024-05-07 11:12:31",,"2024-07-08 09:45:49",1600031952,"2024-07-11 17:36:03","2024-05-08 09:45:00",,"4060-bldg-janitorial supplies-5-7            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972436,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495342,4069,,"Work Completed","Supplies","2024-06-03 10:15:38",,"2024-07-09 12:26:29",1600031952,"2024-07-11 17:36:03","2024-06-04 12:25:00",,"4069-bldg-signage                            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972472,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495345,4077,,"Work Completed","Supplies","2024-06-03 10:19:32",,"2024-07-09 12:29:45",1600031952,"2024-07-11 17:36:03","2024-06-04 12:29:00",,"4077-bldg-signage                            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972474,"2024-03-22 00:00:00","2024-11-22 00:00:00"
496713,4078,,"Work Completed","Supplies","2024-06-18 10:32:48",,"2024-06-18 10:32:00",1600031952,"2024-07-11 17:36:03","2024-06-21 16:35:00",,"4078- bldg supplies 6/18/24                  ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972544,"2024-03-22 00:00:00","2024-11-22 00:00:00"
492168,4060,"1A","Work Completed","Supplies","2024-04-22 10:15:27",,"2024-05-03 16:30:00",1600031952,"2024-07-11 17:36:03","2024-04-22 16:30:00",,"4060-1A-kitchen faucet                       ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972427,"2024-03-22 00:00:00","2024-11-22 00:00:00"
492029,4062,,"Work Completed","Supplies","2024-04-18 16:48:41",,"2024-04-18 16:48:00",1600031952,"2024-07-11 17:36:03","2024-04-22 16:36:00",,"4062-BLDG SUPPLES                            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972425,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495904,4116,"1I","Work Completed","Supplies","2024-06-07 12:07:58",,"2024-06-07 12:07:00",1600031952,"2024-07-11 17:36:03","2024-06-10 13:34:00",,"4116-VACANT 1I- SUPPLIES 6.7.2024            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972509,"2024-03-22 00:00:00","2024-11-22 00:00:00"
494559,4066,,"Work Completed","Supplies","2024-05-22 10:22:50",,"2024-05-22 10:22:00",1600031952,"2024-07-11 17:36:03","2024-05-22 13:34:00",,"4066-BLDG-SUPPLIES                           ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972447,"2024-03-22 00:00:00","2024-11-22 00:00:00"
495344,4060,,"Work Completed","Supplies","2024-06-03 10:17:55",,"2024-07-09 12:28:46",1600031952,"2024-07-11 17:36:03","2024-06-04 12:28:00",,"4060-bldg-signage                            ",0,,":Tax Amount",0,0,"2024-06-30 00:00:00","2024-06",972473,"2024-03-22 00:00:00","2024-11-22 00:00:00"
