WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate,PostedMonth
490944,3519,"BLDG","Call","Supplies","2024-04-05 09:18:44",,,0,,,,"3519-bldg-janitorial supplies-4-5  ",2,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",9.72,19.44,,
490418,3526,"2F","Call","Repairs","2024-03-28 11:02:25",,,0,,,,"3526-SUPPLIES                      ",1,"35-01550        ","Speedy Conn., flex 36",6.08,6.08,,
490418,3526,"2F","Call","Repairs","2024-03-28 11:02:25",,,0,,,,"3526-SUPPLIES                      ",1,"35-01086        ","Pipe Elbow 90, 18",10.95,10.95,,
490418,3526,"2F","Call","Repairs","2024-03-28 11:02:25",,,0,,,,"3526-SUPPLIES                      ",1,"35-01101        ","P TRAP KITCHEN",23.31,23.31,,
488249,3523,"2B","Scheduled","Repairs","2024-02-28 09:14:03",,"2024-03-27 14:16:00",0,,"2024-03-27 13:46:00",,"3523-2B-paint livingroom           ",1,805             ,"Two coats are required, per room",150,150,,
489464,1058,,"Call","Supplies","2024-03-15 09:30:16",,,0,,,,"1058-2651 8th Ave-2F Cabinet order ",1,"05-02530        ","Toe Kick",59.4,59.4,,
490266,1006,"2A","Scheduled","Repairs","2024-03-26 15:09:16",,"2024-03-26 15:09:00",0,,,,"1006-2A-Repair Bathroom Ceiling    ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490519,1087,"BLDG","Scheduled","Supplies","2024-03-29 12:16:50",,"2024-03-29 12:16:50",0,,,,"1087-BLDG-SUPPLIES                 ",4,"40-00350        ","Bags, Recycle Blue 55 gallon",35.53,142.12,,
489488,1081,"2A","Scheduled","Repairs","2024-03-15 10:27:58",,"2024-05-02 09:28:00",0,,,,"1081-3 YEAR PAINT                  ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
489488,1081,"2A","Scheduled","Repairs","2024-03-15 10:27:58",,"2024-05-02 09:28:00",0,,,,"1081-3 YEAR PAINT                  ",1,,"NO CHILDREN UNDER SIX",0,0,,
490109,1081,"2A","Call","Supplies","2024-03-25 13:03:30",,,0,,,,"1081-2A SINKBASE/BASE CABINET ORDER",1,"05-00400        ","Base Cabinet 24",303.6,303.6,,
490109,1081,"2A","Call","Supplies","2024-03-25 13:03:30",,,0,,,,"1081-2A SINKBASE/BASE CABINET ORDER",1,"05-00700        ","Base Cabinet 36",430.1,430.1,,
490109,1081,"2A","Call","Supplies","2024-03-25 13:03:30",,,0,,,,"1081-2A SINKBASE/BASE CABINET ORDER",1,"05-02530        ","Toe Kick",59.4,59.4,,
490726,3525,"2C","Call","Repairs","2024-04-02 13:04:16",,,0,,,,"3525-3YEAR                         ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490726,3525,"2C","Call","Repairs","2024-04-02 13:04:16",,,0,,,,"3525-3YEAR                         ",1,,"NO CHILDREN UNDER 6",0,0,,
490460,1059,"1-3C","Scheduled","Repairs","2024-03-28 15:28:45",,"2024-03-28 15:28:00",0,,,,"1059-1-3C-DOORS                    ",1,281             ,"Install a new 24"" x 80"" prehung door and install a privacy lock in bathroom.",425,425,,
490726,3525,"2C","Call","Repairs","2024-04-02 13:04:16",,,0,,,,"3525-3YEAR                         ",4,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1300,,
487910,1094,"4B","Scheduled","Repairs","2024-02-23 11:29:44",,"2024-03-12 11:29:00",0,,,,"1094-4B-Install Cabinets           ",1,125             ,"Install the new kitchen cabinets supplied by the super",385,385,,
489417,1902,22,"Scheduled","Repairs","2024-03-14 13:47:56",,"2024-04-23 12:20:00",0,,,,"1902-22/Court Stip                 ",3,"10-00600        ","Pre hung door, 30 x80",174.5,523.5,,
489417,1902,22,"Scheduled","Repairs","2024-03-14 13:47:56",,"2024-04-23 12:20:00",0,,,,"1902-22/Court Stip                 ",2,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,650,,
490673,3507,"2C","Scheduled","Repairs","2024-04-02 10:37:03",,"2024-04-02 10:37:00",0,,,,"3507-2C-3 YEAR PAINT               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490675,3507,"2C","Scheduled","Repairs","2024-04-02 10:38:30",,"2024-04-02 10:38:00",0,,,,"3507-2C-REPAIRS                    ",48,110             ,"SQFT   Install a new kitchen floor using underlayment and LVT.",10.5,504,,
490675,3507,"2C","Scheduled","Repairs","2024-04-02 10:38:30",,"2024-04-02 10:38:00",0,,,,"3507-2C-REPAIRS                    ",25,220             ,"SQFT    Repair the bathroom floor with thinset, cement, 2x2 floor tiles and floor grout.",29.4,735,,
490445,5032,"BLDG","Scheduled","Supplies","2024-03-28 14:08:09",,"2024-03-28 14:08:09",0,,,,"5032-BLDG-SUPPLIES                 ",4,"40-04551        ","Deodorant, lavender (5 gallon containers)",43.9,175.6,,
490445,5032,"BLDG","Scheduled","Supplies","2024-03-28 14:08:09",,"2024-03-28 14:08:09",0,,,,"5032-BLDG-SUPPLIES                 ",6,"40-00450        ","Bags, Recycle Clear 55 Gallon",40.58,243.48,,
490445,5032,"BLDG","Scheduled","Supplies","2024-03-28 14:08:09",,"2024-03-28 14:08:09",0,,,,"5032-BLDG-SUPPLIES                 ",12,"40-05610        ","LYNX SPRAY CAN DISINFECTANT 17 OZ.",6.45,77.4,,
490445,5032,"BLDG","Scheduled","Supplies","2024-03-28 14:08:09",,"2024-03-28 14:08:09",0,,,,"5032-BLDG-SUPPLIES                 ",4,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,51.8,,
490445,5032,"BLDG","Scheduled","Supplies","2024-03-28 14:08:09",,"2024-03-28 14:08:09",0,,,,"5032-BLDG-SUPPLIES                 ",1,001             ,"DELIVERY",30,30,,
490347,1087,"2D","Call","Supplies","2024-03-27 13:09:13",,,0,,,,"1087-2D bathroom door replacement  ",1,286             ,"Install a new 36"" x 80"" prehung door for the bathroom complete with a privacy lock.",425,425,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",2,"10-01300        ","Lock, Privacy",8.5,17,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",1,"10-01800        ","Lock, Passage",10.25,10.25,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",1,"40-05650        ","Medicine Cabinet",45.23,45.23,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",2,"35-01550        ","Speedy Conn., flex 36",6.08,12.16,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",4,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",13.5,54,,
490652,1181,"E4","Scheduled","Supplies","2024-04-02 09:32:32",,"2024-04-02 09:32:00",0,,,,"1181-E4-VAC/SUPPLIES               ",1,"35-01101        ","P TRAP KITCHEN",23.31,23.31,,
490539,3007,"3010-6","Call","Repairs","2024-04-01 09:06:45",,,0,,,,"3010-6 Vacancy Paint Job           ",5,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1625,,
490539,3007,"3010-6","Call","Repairs","2024-04-01 09:06:45",,,0,,,,"3010-6 Vacancy Paint Job           ",5,805             ,"Two coats are required, per room",150,750,,
490238,3503,21,"Scheduled","Repairs","2024-03-26 12:14:46",,"2024-04-15 12:14:00",0,,,,"3503-21-3 YEAR PAINT               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490539,3007,"3010-6","Call","Repairs","2024-04-01 09:06:45",,,0,,,,"3010-6 Vacancy Paint Job           ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490410,3527,"3B","Scheduled","Supplies","2024-03-28 10:44:57",,"2024-03-28 10:44:57",0,,,,"3527-3B-SUPPLIES 3/28/24           ",1,"50-00300        ","Grout, Wall  (10 lb Bags)",31.05,31.05,,
490597,3528,"BLDG","Scheduled","Supplies","2024-04-01 12:58:27",,"2024-04-01 12:58:00",0,,,,"3528-BLDG-SUPPLIES                 ",12,"20-00900        ","Switches, Single light pole (white)",1.55,18.6,,
490597,3528,"BLDG","Scheduled","Supplies","2024-04-01 12:58:27",,"2024-04-01 12:58:00",0,,,,"3528-BLDG-SUPPLIES                 ",20,"35-00900        ","Handles, Gerber Shower 1 Pair",7.1,142,,
490748,1028,"BLDG","Scheduled","Supplies","2024-04-02 15:38:29",,"2024-04-02 15:38:00",0,,,,"1028- bldg- supplies 4/2/24        ",3,"10-01800        ","Lock, Passage",10.25,30.75,,
490748,1028,"BLDG","Scheduled","Supplies","2024-04-02 15:38:29",,"2024-04-02 15:38:00",0,,,,"1028- bldg- supplies 4/2/24        ",1,"10-04100        ","Sheetrock,Green 1/2''",23.5,23.5,,
490748,1028,"BLDG","Scheduled","Supplies","2024-04-02 15:38:29",,"2024-04-02 15:38:00",0,,,,"1028- bldg- supplies 4/2/24        ",1,"40-00776        ","BAGS, MATTRESS (KING/QUEEN)",6.2,6.2,,
490748,1028,"BLDG","Scheduled","Supplies","2024-04-02 15:38:29",,"2024-04-02 15:38:00",0,,,,"1028- bldg- supplies 4/2/24        ",3,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",9.72,29.16,,
490324,1182,43,"Scheduled","Repairs","2024-03-27 11:15:34",,"2024-04-16 11:15:00",0,,,,"1182-43-POST-PLUMBING              ",6,263             ,"SQFT   Repair the ceramic tile wall in the bathroom and install with wonderboard and 4x4 white wall tiles",29.4,176.4,,
490549,1440,"BLDG","Scheduled","Supplies","2024-04-01 09:30:58",,"2024-04-01 09:30:00",0,,,,"1440-BLDG-Supplies 04-01-2024      ",2,"30-00800        ","Paint, Primer all-in-all  1 gallon",99,198,,
490549,1440,"BLDG","Scheduled","Supplies","2024-04-01 09:30:58",,"2024-04-01 09:30:00",0,,,,"1440-BLDG-Supplies 04-01-2024      ",4,"30-00900        ","Paint, Roller9",3.95,15.8,,
490549,1440,"BLDG","Scheduled","Supplies","2024-04-01 09:30:58",,"2024-04-01 09:30:00",0,,,,"1440-BLDG-Supplies 04-01-2024      ",4,"30-00210        ","Paint,Brush 3",2.03,8.12,,
489972,1440,"6A","Scheduled","Repairs","2024-03-22 10:32:32",,"2024-04-25 13:37:00",0,,,,"1440-6A-paint bathroom             ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490260,1006,"5J","Call","Repairs","2024-03-26 13:36:18",,,0,,,,"1006 - 5J - Plaster Paint Grout Ba ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490590,2060,"2062-4S","Scheduled","Repairs","2024-04-01 12:12:02",,"2024-04-17 12:12:00",0,,,,"2060-2062-4S-NYCHA VIOL REPAIRS    ",1,385             ,"Scrape, plaster, paint the complete bedroom #1",325,325,,
490590,2060,"2062-4S","Scheduled","Repairs","2024-04-01 12:12:02",,"2024-04-17 12:12:00",0,,,,"2060-2062-4S-NYCHA VIOL REPAIRS    ",1,485             ,"Scrape, plaster, paint the complete bedroom # 2",325,325,,
490554,1880,719,"Scheduled","Repairs","2024-04-01 09:44:00",,"2024-04-24 09:44:00",0,,,,"1880-719 3-YEAR PAINT              ",2,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,650,,
490266,1006,"2A","Scheduled","Repairs","2024-03-26 15:09:16",,"2024-03-26 15:09:00",0,,,,"1006-2A-Repair Bathroom Ceiling    ",16,240             ,"SQFT   Repair the bathroom ceiling with sheetrock",5.75,92,,
490468,1055,"1-BLDG","Scheduled","Supplies","2024-03-28 16:36:55",,"2024-03-28 16:36:56",0,,,,"1055-1-BLDG-SUPPLIES               ",5,"35-01700        ","Spindle, Gerber Basin Cold",4.5,22.5,,
490468,1055,"1-BLDG","Scheduled","Supplies","2024-03-28 16:36:55",,"2024-03-28 16:36:56",0,,,,"1055-1-BLDG-SUPPLIES               ",3,"35-01086        ","Pipe Elbow 90, 18",10.95,32.85,,
490468,1055,"1-BLDG","Scheduled","Supplies","2024-03-28 16:36:55",,"2024-03-28 16:36:56",0,,,,"1055-1-BLDG-SUPPLIES               ",5,"35-00800        ","Handles, Gerber Basin Pair",6.5,32.5,,
490374,3508,"2F","Scheduled","Repairs","2024-03-27 16:08:08",,"2024-04-16 16:08:00",0,,,,"3508-2F-KITCHEN FLOOR              ",42,115             ,"SQFT   Remove the old tile from the kitchen, resecure the underlayment & install new LVT tiles",10.5,441,,
490468,1055,"1-BLDG","Scheduled","Supplies","2024-03-28 16:36:55",,"2024-03-28 16:36:56",0,,,,"1055-1-BLDG-SUPPLIES               ",3,"35-01950        ","Tailpiece,1 1/2 x 8 RB flange",4.2,12.6,,
490259,890,713,"Scheduled","Repairs","2024-03-26 13:31:28",,"2024-04-18 13:31:00",0,,,,"890-713-3 YR PAINT                 ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
490447,1055,"1-BLDG","On Hold","Supplies","2024-03-28 14:12:07",,"2024-03-28 14:12:00",0,,,,"1055-1-BLDG-RAMP & SUPPLIES        ",1,"37-00100        ","ALL BUILDING SIGN",73.48,73.48,,
490259,890,713,"Scheduled","Repairs","2024-03-26 13:31:28",,"2024-04-18 13:31:00",0,,,,"890-713-3 YR PAINT                 ",3,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,975,,
490415,3655,"3656-1B","Scheduled","Repairs","2024-03-28 10:56:17",,"2024-04-25 10:56:00",0,,,,"3656-1B-PAINT BATHROOM             ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
489273,1055,"1058-2F","On Hold","Repairs","2024-03-13 09:20:50",,"2024-03-13 09:20:00",0,,,,"1055-1058-2F-CABINET INSTALLATION  ",1,125             ,"Install the new kitchen cabinets supplied by the super",385,385,,
490603,2041,15,"Scheduled","Supplies","2024-04-01 13:27:08",,"2024-04-01 13:27:00",0,,,,"2041-15-Supplies 04-01-2024        ",5,"30-00250        ","High Heat Spray Spray Paint",13.5,67.5,,
490603,2041,15,"Scheduled","Supplies","2024-04-01 13:27:08",,"2024-04-01 13:27:00",0,,,,"2041-15-Supplies 04-01-2024        ",1,"35-00050        ","DELTA SINGLE LEVER BATH FAUCET includes speedy connect #520 MPU-DST",120,120,,
490736,1022,"4H","Scheduled","Repairs","2024-04-02 13:47:01",,"2024-04-09 13:39:00",0,,,,"1022 - 4H - Bath Floor repair      ",3,210             ,"Install a new subfloor with 3/4 plywood",11.25,33.75,,
490736,1022,"4H","Scheduled","Repairs","2024-04-02 13:47:01",,"2024-04-09 13:39:00",0,,,,"1022 - 4H - Bath Floor repair      ",3,220             ,"SQFT    Repair the bathroom floor with thinset, cement, 2x2 floor tiles and floor grout.",29.4,88.2,,
487924,1022,"3C","Scheduled","Repairs","2024-02-23 11:50:23",,"2024-03-26 11:50:00",0,,"2024-03-26 12:31:00",,"1022-3C-Check and repair window    ",1,,"Bedroom wall",0,0,,
487924,1022,"3C","Scheduled","Repairs","2024-02-23 11:50:23",,"2024-03-26 11:50:00",0,,"2024-03-26 12:31:00",,"1022-3C-Check and repair window    ",6,,"F&I Molding",4,24,,
490790,1021,"2-4E","Scheduled","Supplies","2024-04-03 10:39:21",,"2024-04-03 10:39:21",0,,,,"1021-2-4E-Supplies 04-03-2024      ",1,"40-05650        ","Medicine Cabinet",45.23,45.23,,
490521,1006,"2D","Scheduled","Repairs","2024-03-29 12:38:27",,"2024-04-24 12:38:00",0,,,,"1006-2D-Repair Bathroom Ceiling    ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,,
484364,500,"455-4B","Work Completed","Supplies","2024-01-05 11:01:42",,"2024-01-09 09:27:49",1600030952,"2024-01-16 16:56:37","2024-01-08 09:26:00",,"455-4B-wood door                   ",1,"10-00950        ","Hollow Core Door 36 x 80 slab",127,127,,
482466,3524,"3A","Work Completed","Repairs","2023-12-05 10:57:14",,"2024-01-09 10:57:00",1600031116,"2024-02-16 15:53:49","2024-01-09 11:59:00",,"3524-3A-REPAIR                     ",1,002             ,"ADD'L WORK NEEDED",627.95,627.95,"2024-01-31 00:00:00","2024-01"
483661,1704,"3A","Work Completed","Repairs","2023-12-22 10:11:29",,"2024-01-18 10:11:00",1600031116,"2024-02-16 15:53:49","2024-01-18 10:37:00",,"1704-3A-POST PLUM                  ",1,002             ,"ADD'L WORK NEEDED",156,156,"2024-01-31 00:00:00","2024-01"
483357,1055,"5-4","Work Completed","Repairs","2023-12-18 12:37:08",,"2024-01-16 12:37:00",1600031116,"2024-02-16 15:53:49","2024-01-16 11:13:00",,"1055-5-4-BATHROOM REPAIR           ",1,002             ,"ADD'L WORK NEEDED",150,150,"2024-01-31 00:00:00","2024-01"
484319,890,316,"Work Completed","Repairs","2024-01-05 08:30:25",,"2024-01-16 08:30:00",1600031116,"2024-02-16 15:53:49","2024-01-16 16:24:00",,"890-316-3YR PAINT                  ",2,805             ,"Two coats are required, per room",150,300,"2024-01-31 00:00:00","2024-01"
484942,1907,"1A","Work Completed","Repairs","2024-01-12 12:34:07",,"2024-01-31 15:17:00",1600031116,"2024-02-16 15:53:49","2024-01-31 17:23:00",,"1907-1A/CT STIP                    ",1,002             ,"ADD'L WORK NEEDED",630,630,"2024-01-31 00:00:00","2024-01"
486854,1055,"2-2F","Work Completed","Supplies","2024-02-08 14:36:04",,"2024-02-08 14:36:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:57:00",,"1055-2-2F-BATHROOM SINK            ",1,"35-02079        ","19 X 25 COMBO SINK/ VANITY",168,168,"2024-01-31 00:00:00","2024-01"
486854,1055,"2-2F","Work Completed","Supplies","2024-02-08 14:36:04",,"2024-02-08 14:36:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:57:00",,"1055-2-2F-BATHROOM SINK            ",1,"35-00700        ","Bathroom Deck Faucet 43-431",58,58,"2024-01-31 00:00:00","2024-01"
486854,1055,"2-2F","Work Completed","Supplies","2024-02-08 14:36:04",,"2024-02-08 14:36:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:57:00",,"1055-2-2F-BATHROOM SINK            ",1,"35-01500        ","Speedy Conn., flex 20",3.95,3.95,"2024-01-31 00:00:00","2024-01"
486854,1055,"2-2F","Work Completed","Supplies","2024-02-08 14:36:04",,"2024-02-08 14:36:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:57:00",,"1055-2-2F-BATHROOM SINK            ",1,"35-00220        ","PLUMBING EXTENSION 1 1/4'' X 12''",9.67,9.67,"2024-01-31 00:00:00","2024-01"
486909,3184,"6B","Work Completed","Supplies","2024-02-09 09:42:18",,"2024-02-13 16:54:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:53:00",,"3184-VIOLATION REPAIRS             ",5,"50-00500        ","Sheetrock, Wonderboard",30.4,152,"2024-01-31 00:00:00","2024-01"
486873,1142,"BLDG","Work Completed","Supplies","2024-02-08 16:50:04",,"2024-02-08 16:50:00",1600031117,"2024-02-16 15:57:35","2024-02-13 17:00:00",,"1142-BLDG-SUPPLIES                 ",6,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,77.7,"2024-01-31 00:00:00","2024-01"
486873,1142,"BLDG","Work Completed","Supplies","2024-02-08 16:50:04",,"2024-02-08 16:50:00",1600031117,"2024-02-16 15:57:35","2024-02-13 17:00:00",,"1142-BLDG-SUPPLIES                 ",6,"10-00200        ","LATEX CAULKING 1 TUBE",3,18,"2024-01-31 00:00:00","2024-01"
486873,1142,"BLDG","Work Completed","Supplies","2024-02-08 16:50:04",,"2024-02-08 16:50:00",1600031117,"2024-02-16 15:57:35","2024-02-13 17:00:00",,"1142-BLDG-SUPPLIES                 ",6,"35-01951        ","Tailpiece, 1 1/2 x 12 RB flange",5,30,"2024-01-31 00:00:00","2024-01"
486854,1055,"2-2F","Work Completed","Supplies","2024-02-08 14:36:04",,"2024-02-08 14:36:00",1600031117,"2024-02-16 15:57:35","2024-02-12 16:57:00",,"1055-2-2F-BATHROOM SINK            ",1,"35-01100        ","P Trap, CP tube and traps 1 1/2",27.93,27.93,"2024-01-31 00:00:00","2024-01"
485128,1142,"BLDG","Work Completed","APH-Plumbing","2024-01-17 11:29:14",,"2024-02-09 08:38:00",1600031118,"2024-02-16 15:59:24","2024-01-29 08:35:00",,"1142-Bldg 432 basement             ",1,"35-00251        ","Terry Wipes (Rags)",13.5,13.5,"2024-01-31 00:00:00","2024-01"
485958,1881,"B","Work Completed","APH-Plumbing","2024-01-29 10:37:39",,"2024-01-29 10:37:00",1600031118,"2024-02-16 15:59:24","2024-01-30 09:17:00",,"1881-B-BATHROOM SINK LEAK          ",1,"36-01250        ","11/2 RB L/S BATH TRAP TRAP L       TRALSTB15",28.11,28.11,"2024-01-31 00:00:00","2024-01"
485958,1881,"B","Work Completed","APH-Plumbing","2024-01-29 10:37:39",,"2024-01-29 10:37:00",1600031118,"2024-02-16 15:59:24","2024-01-30 09:17:00",,"1881-B-BATHROOM SINK LEAK          ",1,"35-00251        ","Terry Wipes (Rags)",13.5,13.5,"2024-01-31 00:00:00","2024-01"
484923,1860,"1861-5A","Work Completed","APH-Plumbing","2024-01-12 11:56:16",,"2024-01-12 11:56:00",1600031118,"2024-02-16 15:59:24","2024-01-19 12:50:00",,"1861-5A-TUB BACKED UP              ",1,"35-00251        ","Terry Wipes (Rags)",13.5,13.5,"2024-01-31 00:00:00","2024-01"
486680,871,510,"Work Completed","Repairs","2024-02-07 10:27:30",,"2024-02-29 10:27:00",1600031227,"2024-03-08 12:46:42","2024-02-29 16:30:00",,"871-510-3YR PAINT                  ",4,805             ,"Two coats are required, per room",150,600,"2024-02-29 00:00:00","2024-02"
485111,3528,"2F","Work Completed","Supplies","2024-01-17 10:20:41",,"2024-01-17 10:20:00",1600031228,"2024-03-08 12:48:04","2024-02-22 10:45:00",,"3528-2F-SUPPLIES                   ",2,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,25.9,"2024-02-29 00:00:00","2024-02"
487542,3520,"6A","Work Completed","Supplies","2024-02-20 11:07:39",,"2024-02-23 10:36:40",1600031228,"2024-03-08 12:48:04","2024-02-21 10:36:00",,"3520-6A-wood door                  ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487359,3512,"3A","Work Completed","Supplies","2024-02-15 15:29:43",,"2024-02-23 10:51:34",1600031228,"2024-03-08 12:48:04","2024-02-22 10:50:00",,"3512-3A Door replacement           ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487073,1181,"BLDG","Work Completed","Supplies","2024-02-12 14:51:55",,"2024-02-12 14:51:00",1600031228,"2024-03-08 12:48:04","2024-02-16 10:18:00",,"1181-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
486978,1084,"1086BLDG","Work Completed","Supplies","2024-02-09 12:15:27",,"2024-02-09 12:15:00",1600031228,"2024-03-08 12:48:04","2024-02-13 16:34:00",,"1086-BLDG-PAYROLL                  ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
486976,1084,"1085BLDG","Work Completed","Supplies","2024-02-09 12:11:36",,"2024-02-09 12:11:00",1600031228,"2024-03-08 12:48:04","2024-02-13 16:32:00",,"1085-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487515,3519,"BLDG","Work Completed","Supplies","2024-02-20 10:23:10",,"2024-02-23 10:37:52",1600031228,"2024-03-08 12:48:04","2024-02-21 10:36:00",,"3519-bldg-janitorial supplies-2-20 ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487043,3508,"BLDG","Work Completed","Supplies","2024-02-12 11:08:52",,"2024-02-12 11:08:00",1600031228,"2024-03-08 12:48:04","2024-02-14 16:55:00",,"3508-BLDG-SUPPLIES (FEB2024)       ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487271,3502,"BLDG","Work Completed","Supplies","2024-02-14 17:53:44",,"2024-02-23 10:25:34",1600031228,"2024-03-08 12:48:04","2024-02-16 10:24:00",,"3502 & 3503 Bldg supplies          ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487867,3502,"BLDG","Work Completed","Supplies","2024-02-23 09:20:40",,"2024-02-23 09:20:00",1600031228,"2024-03-08 12:48:04","2024-02-26 16:10:00",,"3502-BLDG-BAGS                     ",4,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,150,"2024-02-29 00:00:00","2024-02"
486404,2041,"BLDG","Work Completed","Supplies","2024-02-04 21:52:06",,"2024-02-04 21:52:00",1600031228,"2024-03-08 12:48:04","2024-02-14 16:41:00",,"2041-BLDG-SUPPLIES 2-5-2024        ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
487004,3502,52,"Work Completed","Supplies","2024-02-09 16:04:41",,"2024-02-09 16:04:00",1600031228,"2024-03-08 12:48:04","2024-02-13 16:56:00",,"3502-52-SUPPLIES                   ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
485111,3528,"2F","Work Completed","Supplies","2024-01-17 10:20:41",,"2024-01-17 10:20:00",1600031228,"2024-03-08 12:48:04","2024-02-22 10:45:00",,"3528-2F-SUPPLIES                   ",1,"40-07100        ","Tape, Teflon",1.25,1.25,"2024-02-29 00:00:00","2024-02"
488248,1831,"1831BLDG","Work Completed","Supplies","2024-02-28 09:06:12",,"2024-02-28 09:06:00",1600031228,"2024-03-08 12:48:04","2024-02-29 11:29:00",,"1831-BLDG-Supplies 02-28-2024      ",2,"30-01200        ","Plastic Covers 12' * per sheet(35 per case)",2.46,4.92,"2024-02-29 00:00:00","2024-02"
486920,500,"440-3G","Work Completed","Supplies","2024-02-09 10:03:09",,"2024-02-23 10:00:13",1600031228,"2024-03-08 12:48:04","2024-02-15 09:58:00",,"440-3G-wood door                   ",1,"del             ","DELIVERY CHARGE",30,30,"2024-02-29 00:00:00","2024-02"
488526,1865,"1866BLDG","Work Completed","AFP","2024-03-01 13:03:13",,"2024-03-05 09:42:00",1600031233,"2024-03-08 12:53:57","2024-02-27 13:03:00",,"LL152 GAS INSPECTION               ",1,"afp             ","AFP SERVICES",1450,1450,"2024-02-29 00:00:00","2024-02"
486530,1096,"4E","Work Completed","APH-Plumbing","2024-02-06 10:24:39",,"2024-02-06 10:24:00",1600031273,"2024-03-19 14:14:35","2024-02-09 10:22:00",,"1096-4E-RADIATOR LEAK              ",1,"aph_plumbing    ","APH PLUMBING SERVICES",680,680,"2024-02-29 00:00:00","2024-02"
486530,1096,"4E","Work Completed","APH-Plumbing","2024-02-06 10:24:39",,"2024-02-06 10:24:00",1600031273,"2024-03-19 14:14:35","2024-02-09 10:22:00",,"1096-4E-RADIATOR LEAK              ",1,,"COULPINGS, RAGS, GARABAGE BAGS",43,43,"2024-02-29 00:00:00","2024-02"
