PONumber,WONumber,Vendor,QtyOrdered,ExpenseType,UnitPrice,TotalCost,OrderDate,ReceivedDate,ItemCode,ItemDesc,Client
47439   ,,"HOME DEPOT CREDIT SERVICES",4,"CoOp-Inventory",15.98,63.92,"2023-03-23 00:00:00",,"50-01400        ","Tile, Ceramic Wall 4x4(96 case)",", "
47439   ,,"HOME DEPOT CREDIT SERVICES",7,"CoOp-Inventory",6.98,48.86,"2023-03-23 00:00:00",,"50-02450        ","Tile, Towel Bar (only) w/spring",", "
47439   ,,"HOME DEPOT CREDIT SERVICES",1,"CoOp-Inventory",26.58,26.58,"2023-03-23 00:00:00","04/13/2023 00:00:00","40-03701        ","Batteries - AA (2 pack)",", "
47439   ,,"HOME DEPOT CREDIT SERVICES",2,"CoOp-Inventory",21.77,43.54,"2023-03-23 00:00:00",,"50-00300        ","Grout, Wall  (25 lb Bags)",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",3,"CoOp-Inventory",9.87,29.61,"2023-03-23 00:00:00","03/24/2023 00:00:00","40-04855        ","Gloves, Woven Jersey Glove w/ Rubber Palm",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",8,"CoOp-Inventory",3.47,27.76,"2023-03-23 00:00:00","04/13/2023 00:00:00","40-04851        ","Gloves, Work Leather",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",4,"CoOp-Inventory",12.09,48.36,"2023-03-23 00:00:00","04/13/2023 00:00:00","50-02500        ","Tile, Towel Bar (complete)",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",2,"CoOp-Inventory",64.46,128.92,"2023-03-23 00:00:00","04/13/2023 00:00:00","10-00550        ","SLAB DOOR - 28X80",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",2,"CoOp-Inventory",139,278,"2023-03-23 00:00:00","04/13/2023 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",3,"CoOp-Inventory",79.46,238.38,"2023-03-23 00:00:00","04/13/2023 00:00:00","10-00750        ","SLAB DOOR - 32X80",", "
47442   ,,"HOME DEPOT CREDIT SERVICES",3,"CoOp-Inventory",64.46,193.38,"2023-03-23 00:00:00","04/13/2023 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
47445   ,466713  ,"RITZ PAINT",1,"CoOp-Inventory",91,91,"2023-03-24 00:00:00","03/31/2023 00:00:00","30-00800        ","Paint, Primer all-in-all  1 gallon","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE"
47447   ,,"F&F HARDWARE AND SUPPLY. INC.",5,"Maintenance-Inventory",249.5,1247.5,"2023-03-24 00:00:00","03/28/2023 00:00:00","35-02079        ","19 X 25 COMBO SINK/ VANITY",", "
47447   ,,"F&F HARDWARE AND SUPPLY. INC.",2,"Maintenance-Inventory",199.5,399,"2023-03-24 00:00:00","03/28/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY",", "
47447   ,,"F&F HARDWARE AND SUPPLY. INC.",1,"Maintenance-Inventory",199.5,199.5,"2023-03-24 00:00:00","03/28/2023 00:00:00","35-02077        ","Vanity ( oak) 19"" x 25""",", "
47447   ,,"F&F HARDWARE AND SUPPLY. INC.",1,"Maintenance-Inventory",99.5,99.5,"2023-03-24 00:00:00","03/28/2023 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",-3.98,-15.92,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00330        ","CORNERBEADS",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",20,"Maintenance-Inventory",15.98,319.6,"2023-03-24 00:00:00","03/29/2023 00:00:00","50-01400        ","Tile, Ceramic Wall 4x4(96 case)",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",26.68,213.44,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-04700        ","Stud,Wood 1 x 12 x 8",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",139,278,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00400        ","Pre hung door, 24x80",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",74.46,223.38,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00650        ","SLAB DOOR - 30X80",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",139,417,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00500        ","Pre hung door, 28x80",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",7.88,7.88,"2023-03-24 00:00:00","03/29/2023 00:00:00","40-07200        ","Toilet,Seat (white)",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",13,"Maintenance-Inventory",11.99,155.87,"2023-03-24 00:00:00","03/29/2023 00:00:00","50-04200        ","12 X 12 WHITE FLOOR TILES/SQ FT",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",25.48,50.96,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00200        ","LATEX CAULKING 1 TUBE",", "
47448   ,,"HOME DEPOT CREDIT SERVICES",20,"Maintenance-Inventory",3.98,79.6,"2023-03-24 00:00:00","03/29/2023 00:00:00","10-00330        ","CORNERBEADS",", "
47466   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",11.98,95.84,"2023-03-28 00:00:00","04/05/2023 00:00:00","50-00500        ","Sheetrock, Wonderboard",", "
47466   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",74.98,299.92,"2023-03-28 00:00:00",,"30-00800        ","Paint, Primer all-in-all  1 gallon",", "
47466   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",17.87,17.87,"2023-03-28 00:00:00",,"40-03701        ","Batteries - AA 60 pack",", "
47466   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",37.98,75.96,"2023-03-28 00:00:00",,"30-01900        ","Primer, Zinser Mildew",", "
47468   ,,"F&F HARDWARE AND SUPPLY. INC.",25,"CoOp-Inventory",26.5,662.5,"2023-03-28 00:00:00","03/31/2023 00:00:00","40-05000        ","Guard, Window Med 22-38 5 bar",", "
47471   ,,"CROWN JANITORIAL",3,"CoOp-Inventory",113.74,341.22,"2023-03-28 00:00:00","03/29/2023 00:00:00","40-00776        ","BAGS, MATTRESS (KING/QUEEN)",", "
47471   ,,"CROWN JANITORIAL",50,"CoOp-Inventory",26.64,1332,"2023-03-28 00:00:00","03/29/2023 00:00:00","40-00450        ","Bags, Recycle Clear 55 Gallon",", "
47471   ,,"CROWN JANITORIAL",28,"CoOp-Inventory",25.74,720.72,"2023-03-28 00:00:00","03/29/2023 00:00:00","40-03850        ","Bleach, 1 gallon",", "
47491   ,,"RITZ PAINT",8,"Maintenance-Inventory",48,384,"2023-03-30 00:00:00","03/30/2023 00:00:00","30-00300        ","Paint,#160 2 gallon (white)",", "
47491   ,,"RITZ PAINT",18,"Maintenance-Inventory",120,2160,"2023-03-30 00:00:00","03/30/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
47500   ,,"HOME DEPOT CREDIT SERVICES",32,"Maintenance-Inventory",20.21,646.72,"2023-03-30 00:00:00","04/05/2023 00:00:00","30-00100        ","Compound, joint 5 gallon",", "
47500   ,,"HOME DEPOT CREDIT SERVICES",30,"Maintenance-Inventory",3.98,119.4,"2023-03-30 00:00:00","04/05/2023 00:00:00","10-00330        ","CORNERBEADS",", "
47500   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",17.98,35.96,"2023-03-30 00:00:00","04/05/2023 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
47500   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",5.97,23.88,"2023-03-30 00:00:00","04/05/2023 00:00:00","30-00900        ","Paint, Roller9",", "
47500   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",22.09,66.27,"2023-03-30 00:00:00","04/05/2023 00:00:00","50-02750        ","TILE, GLUE CERAMIC",", "
47501   ,,"CROWN JANITORIAL",5,"CoOp-Inventory",38.55,192.75,"2023-03-30 00:00:00",,"40-06125        ","Paper Towels 1 Roll",", "
47501   ,,"CROWN JANITORIAL",25,"CoOp-Inventory",31.13,778.25,"2023-03-30 00:00:00",,"40-00525        ","Bags, Compactor 40""",", "
47501   ,,"CROWN JANITORIAL",8,"CoOp-Inventory",113.74,909.92,"2023-03-30 00:00:00",,"40-00776        ","BAGS, MATTRESS (KING/QUEEN)",", "
47501   ,,"CROWN JANITORIAL",5,"CoOp-Inventory",34.68,173.4,"2023-03-30 00:00:00",,"40-04400        ","Cleaner, Window",", "
47517   ,,"F&F HARDWARE AND SUPPLY. INC.",8,"Maintenance-Inventory",79.5,636,"2023-04-03 00:00:00","04/05/2023 00:00:00","50-02600        ","Tile, VCT 1/8
TARKETT #1824 'SAND CASTLE'",", "
47517   ,,"F&F HARDWARE AND SUPPLY. INC.",6,"Maintenance-Inventory",129.5,777,"2023-04-03 00:00:00","04/05/2023 00:00:00","35-00600        ","Kitchen Deck Faucet 42-406",", "
47517   ,,"F&F HARDWARE AND SUPPLY. INC.",12,"Maintenance-Inventory",8.75,105,"2023-04-03 00:00:00","04/05/2023 00:00:00","35-00150        ","Diverter Spouts",", "
47517   ,,"F&F HARDWARE AND SUPPLY. INC.",10,"Maintenance-Inventory",18.95,189.5,"2023-04-03 00:00:00","04/05/2023 00:00:00","30-01100        ","Plaster, white (25lb bags)",", "
47518   ,,"HOME DEPOT CREDIT SERVICES",17,"Maintenance-Inventory",6.98,118.66,"2023-04-03 00:00:00","04/19/2023 00:00:00","50-02450        ","Tile, Towel Bar (only) w/spring",", "
47518   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",11.96,119.6,"2023-04-03 00:00:00","04/19/2023 00:00:00","35-00150        ","Diverter Spouts",", "
47518   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",18.74,187.4,"2023-04-03 00:00:00","04/19/2023 00:00:00","35-00220        ","PLUMBING EXTENSION 1 1/4'' X 12''",", "
47518   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",11.98,71.88,"2023-04-03 00:00:00","04/19/2023 00:00:00","35-02000        ","Toilet Flapper",", "
47518   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",11.53,92.24,"2023-04-03 00:00:00","04/19/2023 00:00:00","10-03800        ","Screws, Sheetrock 6 x 1 -5/8 COARSE",", "
47527   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",5.47,54.7,"2023-04-04 00:00:00","04/19/2023 00:00:00","10-04500        ","Stud, Wood 2x4x10",", "
47527   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",18.88,188.8,"2023-04-04 00:00:00","04/19/2023 00:00:00","10-04100        ","Sheetrock,Green 1/2''",", "
47527   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",13.38,133.8,"2023-04-04 00:00:00","04/19/2023 00:00:00","10-04200        ","Sheetrock, White",", "
47533   ,,"CROWN JANITORIAL",20,"CoOp-Inventory",45.99,919.8,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-00700        ","Bags, Garbage 48 XXH Large",", "
47533   ,,"CROWN JANITORIAL",50,"CoOp-Inventory",26.32,1316,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-00350        ","Bags, Recycle Blue 55 gallon",", "
47533   ,,"CROWN JANITORIAL",70,"CoOp-Inventory",26.64,1864.8,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-00450        ","Bags, Recycle Clear 55 Gallon",", "
47533   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",72.03,720.3,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-04850        ","Gloves, nitrile (Disposable) 100pc XL",", "
47533   ,,"CROWN JANITORIAL",32,"CoOp-Inventory",30.72,983.04,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", "
47533   ,,"CROWN JANITORIAL",36,"CoOp-Inventory",3.37,121.32,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-05900        ","Mop, Head 24 oz",", "
47533   ,,"CROWN JANITORIAL",210,"CoOp-Inventory",27.78,5833.8,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-00600        ","Bags, Garbage 23x17x46 Regular",", "
47533   ,,"CROWN JANITORIAL",24,"CoOp-Inventory",3,72,"2023-04-05 00:00:00","04/06/2023 00:00:00","40-06350        ","Spray Bottle and Trigger",", "
47544   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",24.93,249.3,"2023-04-06 00:00:00","04/19/2023 00:00:00","10-02800        ","Plywood, 3/8 Underlayment",", "
47544   ,,"HOME DEPOT CREDIT SERVICES",15,"Maintenance-Inventory",17.98,269.7,"2023-04-06 00:00:00","04/19/2023 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
47544   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",11.46,114.6,"2023-04-06 00:00:00","04/19/2023 00:00:00","10-03700        ","Saddle,Wood 4",", "
47544   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",37.98,227.88,"2023-04-06 00:00:00","04/19/2023 00:00:00","30-02000        ","Paint, Zinser Perma White Mildew",", "
47574   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",40.94,409.4,"2023-04-12 00:00:00","04/13/2023 00:00:00","40-06125        ","Paper Towels 1 Roll",", "
47574   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",30.72,307.2,"2023-04-12 00:00:00","04/13/2023 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", "
47574   ,,"CROWN JANITORIAL",10,"CoOp-Inventory",30.72,307.2,"2023-04-12 00:00:00","04/13/2023 00:00:00","40-04553        ","Deodrant, island tropic (5 gallon containers)",", "
47576   ,467851  ,"HOME DEPOT CREDIT SERVICES",20,"CoOp-Inventory",6.87,137.4,"2023-04-12 00:00:00","04/18/2023 00:00:00","40-03800        ","Battery, 9 volt","AUDUBON PROPERTY GROUP LLC, 540 AUDUBON AVENUE"
47579   ,,"F&F HARDWARE AND SUPPLY. INC.",24,"Maintenance-Inventory",44.5,1068,"2023-04-12 00:00:00","04/13/2023 00:00:00","40-04230        ","Alarm, 10yr Smoke alarms non removable batteries",", "
47579   ,,"F&F HARDWARE AND SUPPLY. INC.",2,"Maintenance-Inventory",209.5,419,"2023-04-12 00:00:00","04/13/2023 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
47581   ,467742  ,"RITZ PAINT",1,"CoOp-Inventory",162.5,162.5,"2023-04-13 00:00:00","04/19/2023 00:00:00","30-00450        ","","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 353 CYPRESS AVENUE"
47582   ,,"RITZ PAINT",36,"Maintenance-Inventory",3,108,"2023-04-13 00:00:00","04/19/2023 00:00:00","10-00200        ","LATEX CAULKING 1 TUBE",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",16,"Maintenance-Inventory",14.98,239.68,"2023-04-13 00:00:00","04/18/2023 00:00:00","36-00150        ","11/2X12 WASTE BEND 17 GUAGE       TUBWBR1217",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",20,"Maintenance-Inventory",10.77,215.4,"2023-04-13 00:00:00","04/18/2023 00:00:00","36-00400        ","DEEP CUP STRAINER SS-112       

TUBDEEP",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",60,"Maintenance-Inventory",21.28,1276.8,"2023-04-13 00:00:00","04/18/2023 00:00:00","10-02100        ","Molding,5 1/4 clamshell (per 8 ft)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",17.98,215.76,"2023-04-13 00:00:00","04/18/2023 00:00:00","10-03400        ","Saddle, Marble Entry 4'' X 36''",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",9.98,119.76,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-04250        ","Caulking, Bathroom Silicone (white)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",22.78,227.8,"2023-04-13 00:00:00","04/18/2023 00:00:00","30-01100        ","Plaster, white (25lb bags)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",3.83,7.66,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-00125        ","CEMENT/SAND MIX 80LB",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",21.27,255.24,"2023-04-13 00:00:00","04/27/2023 00:00:00","50-00650        ","Thinset (50lb Bags)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",3.35,13.4,"2023-04-13 00:00:00","04/18/2023 00:00:00","10-04500        ","Stud, Wood 2x4x10",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",11.99,47.96,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-04200        ","12 X 12 WHITE FLOOR TILES/SQ FT",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",15.98,63.92,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-01400        ","Tile, Ceramic Wall 4x4(96 case)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",22,88,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-02750        ","TILE, GLUE CERAMIC",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",7,"Maintenance-Inventory",8.98,62.86,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-03600        ","Battery AA Duracell  4 pack",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",36.99,221.94,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-04801        ","HOSE, HOT WATER 50'",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",21.77,217.7,"2023-04-13 00:00:00","04/18/2023 00:00:00","50-00300        ","Grout, Wall  (25 lb Bags)",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",37.98,227.88,"2023-04-13 00:00:00","04/18/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
47585   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",-21.27,-255.24,"2023-04-13 00:00:00","05/08/2023 00:00:00","50-00650        ","Thinset (50lb Bags) return",", "
47586   ,,"HOME DEPOT CREDIT SERVICES",16,"CoOp-Inventory",6.94,111.04,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-05625        ","Mailbox Locks 5 - Cam",", "
47586   ,,"HOME DEPOT CREDIT SERVICES",12,"CoOp-Inventory",7.88,94.56,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-07200        ","Toilet,Seat (white)",", "
47586   ,,"HOME DEPOT CREDIT SERVICES",2,"CoOp-Inventory",24.87,49.74,"2023-04-13 00:00:00","04/18/2023 00:00:00","40-03800        ","Battery, 9 volt",", "
47591   ,,"Sherwin Williams",15,"Maintenance-Inventory",19.52,292.8,"2023-04-13 00:00:00","04/24/2023 00:00:00","30-00920        ","Extreme Cover Flat Sherwin William's",", "
47591   ,,"Sherwin Williams",35,"Maintenance-Inventory",21.02,735.7,"2023-04-13 00:00:00","04/24/2023 00:00:00","30-00930        ","Extreme Cover Eggshell",", "
47591   ,,"Sherwin Williams",2,"Maintenance-Inventory",22.52,45.04,"2023-04-13 00:00:00","04/24/2023 00:00:00","30-00940        ","Extreme Cover Semi-Gloss
Sherwin Williams",", "
47628   ,,"F&F HARDWARE AND SUPPLY. INC.",5,"Maintenance-Inventory",249.5,1247.5,"2023-04-19 00:00:00","04/21/2023 00:00:00","35-02079        ","19 X 25 COMBO SINK/ VANITY",", "
47628   ,,"F&F HARDWARE AND SUPPLY. INC.",4,"Maintenance-Inventory",199.5,798,"2023-04-19 00:00:00","04/21/2023 00:00:00","35-02074        ","19 x 17 COMBO SINK/VANITY",", "
47628   ,,"F&F HARDWARE AND SUPPLY. INC.",6,"Maintenance-Inventory",119.5,717,"2023-04-19 00:00:00","04/21/2023 00:00:00","35-00600        ","Kitchen Deck Faucet 42-406",", "
47644   ,,"RITZ PAINT",6,"Maintenance-Inventory",48,288,"2023-04-20 00:00:00","04/20/2023 00:00:00","30-00300        ","Paint,#160 2 gallon (white)",", "
47644   ,,"RITZ PAINT",8,"Maintenance-Inventory",120,960,"2023-04-20 00:00:00","04/20/2023 00:00:00","30-00400        ","Paint, #160 5 gallon (white)",", "
47644   ,,"RITZ PAINT",6,"Maintenance-Inventory",120,720,"2023-04-20 00:00:00","04/20/2023 00:00:00","30-00600        ","Paint, BEIGE 5 gallon",", "
47644   ,,"RITZ PAINT",4,"Maintenance-Inventory",48,192,"2023-04-20 00:00:00","04/20/2023 00:00:00","30-00500        ","Paint, BEIGE 2 gallon",", "
47644   ,,"RITZ PAINT",6,"Maintenance-Inventory",120,720,"2023-04-20 00:00:00","04/20/2023 00:00:00","30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", "
47645   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",23.98,95.92,"2023-04-20 00:00:00","04/27/2023 00:00:00","30-00750        ","Paint, Primer Latex 1 gal",", "
47645   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",37.98,379.8,"2023-04-20 00:00:00","04/27/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
47645   ,,"HOME DEPOT CREDIT SERVICES",24,"Maintenance-Inventory",24.97,599.28,"2023-04-20 00:00:00","04/27/2023 00:00:00","20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",", "
47645   ,,"HOME DEPOT CREDIT SERVICES",4,"Maintenance-Inventory",-37.98,-151.92,"2023-04-20 00:00:00","04/27/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
47660   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",139,417,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-00600        ","Pre hung door, 30 x80",", "
47660   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",139,417,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-00400        ","Pre hung door, 24x80",", "
47660   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",64.46,193.38,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-00450        ","SLAB DOOR - 24X80",", "
47660   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",74.46,223.38,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-00650        ","SLAB DOOR - 30X80",", "
47660   ,,"HOME DEPOT CREDIT SERVICES",3,"Maintenance-Inventory",69.46,208.38,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-00500        ","Pre hung door, 28x80",", "
47674   ,,"Direct Cabinet Sales",50,"Maintenance-Inventory",38,1900,"2023-04-24 00:00:00","05/23/2023 00:00:00","35-01400        ","Sink, Stainless Steel 25",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",2,"Maintenance-Inventory",37.98,75.96,"2023-04-24 00:00:00","05/08/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",1,"Maintenance-Inventory",25.96,25.96,"2023-04-24 00:00:00","05/08/2023 00:00:00","40-06950        ","Tape Electrical",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",3.35,20.1,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-04500        ","Stud, Wood 2x4x10",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",24.93,299.16,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-02800        ","Plywood, 3/8 Underlayment",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",22.78,136.68,"2023-04-24 00:00:00","05/08/2023 00:00:00","30-01100        ","Plaster, white (25lb bags)",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",13.9,166.8,"2023-04-24 00:00:00","05/08/2023 00:00:00","10-04200        ","Sheetrock, White",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",10,"Maintenance-Inventory",21.27,212.7,"2023-04-24 00:00:00","05/08/2023 00:00:00","50-00650        ","Thinset (50lb Bags)",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",28,"Maintenance-Inventory",21.33,597.24,"2023-04-24 00:00:00","05/09/2023 00:00:00","30-00100        ","Compound, joint 5 gallon",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",9.42,75.36,"2023-04-24 00:00:00","05/09/2023 00:00:00","10-02400        ","Nails, Finishing 6d",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",11.68,140.16,"2023-04-24 00:00:00","05/09/2023 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",12,"Maintenance-Inventory",6.98,83.76,"2023-04-24 00:00:00","05/09/2023 00:00:00","30-01330        ","BLUE PAINTERS TAPE",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",6,"Maintenance-Inventory",37.98,227.88,"2023-04-24 00:00:00","05/09/2023 00:00:00","30-01900        ","Primer, Zinser Mildew",", "
47675   ,,"HOME DEPOT CREDIT SERVICES",8,"Maintenance-Inventory",-9.42,-75.36,"2023-04-24 00:00:00","05/18/2023 00:00:00","10-00330        ","CORNERBEADS",", "
47687   ,,"CROWN JANITORIAL",2,"CoOp-Inventory",69.45,138.9,"2023-04-25 00:00:00","04/26/2023 00:00:00","20-00150        ","Bulbs,22 watt circl line",", "
47687   ,,"CROWN JANITORIAL",16,"CoOp-Inventory",8,128,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-04000        ","Broom, Angle",", "
47687   ,,"CROWN JANITORIAL",24,"CoOp-Inventory",11.26,270.24,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-05700        ","Mop, Handle 60",", "
47687   ,,"CROWN JANITORIAL",36,"CoOp-Inventory",3.37,121.32,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-05900        ","Mop, Head 24 oz",", "
47687   ,,"CROWN JANITORIAL",4,"CoOp-Inventory",23.4,93.6,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-06140        ","Rags, 25lb Box",", "
47687   ,,"CROWN JANITORIAL",4,"CoOp-Inventory",25.74,102.96,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-03850        ","Bleach, 1 gallon",", "
47687   ,,"CROWN JANITORIAL",5,"CoOp-Inventory",40.94,204.7,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-06125        ","Paper Towels 1 Roll",", "
47687   ,,"CROWN JANITORIAL",3,"CoOp-Inventory",35.69,107.07,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-04400        ","Cleaner, Window",", "
47687   ,,"CROWN JANITORIAL",5,"CoOp-Inventory",72.03,360.15,"2023-04-25 00:00:00","04/26/2023 00:00:00","40-04850        ","Gloves, nitrile (Disposable) 100pc XL",", "
47691   ,468636  ,"Century Maintenance",4,"CoOp-Inventory",30,120,"2023-04-26 00:00:00","05/03/2023 00:00:00","50-04200        ","12 X 12 WHITE FLOOR TILES/SQ FT","PONT ELEVE ASSOCIATES LP, 150-160 WEST 168TH STREET"
