WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt
463892,1142,"2-1B","Work Completed","Plumbing","2023-02-15 09:59:05",,"02/15/2023 09:59:00","2023-02-15 08:35:00",,"1142-2-1B-PLUMBING                 ",1,"plumbing        ","PLUMBING SERVICES",570,570
463892,1142,"2-1B","Work Completed","Plumbing","2023-02-15 09:59:05",,"02/15/2023 09:59:00","2023-02-15 08:35:00",,"1142-2-1B-PLUMBING                 ",0,,":Tax Amount",0,0
463899,1142,"3-1E","Work Completed","Plumbing","2023-02-15 10:11:51",,"02/15/2023 10:11:00","2023-02-15 08:32:00",,"1142-3-1E-KITCH SINK BACKUP        ",0,,":Tax Amount",0,0
463899,1142,"3-1E","Work Completed","Plumbing","2023-02-15 10:11:51",,"02/15/2023 10:11:00","2023-02-15 08:32:00","mhagan      ","1142-3-1E-KITCH SINK BACKUP        ",0,,"",0,0
463899,1142,"3-1E","Work Completed","Plumbing","2023-02-15 10:11:51",,"02/15/2023 10:11:00","2023-02-15 08:32:00",,"1142-3-1E-KITCH SINK BACKUP        ",1,"plumbing        ","PLUMBING SERVICES",570,570
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",1,"50-00650        ","Thinset (50lb Bags)",32.25,32.25
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",1,"50-02750        ","TILE, GLUE CERAMIC",22.09,22.09
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",5,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,64.75
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",8,"40-00350        ","Bags, Recycle Blue 55 gallon",35.53,284.24
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",15,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,562.5
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",3,"30-00900        ","Paint, Roller9",3.95,11.85
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",2,"30-01000        ","Paint, Handle 9",8.1,16.2
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",5,"40-03800        ","Battery, 9 volt",5.27,26.35
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",2,"35-00700        ","Bathroom Deck Faucet 43-431",147.83,295.66
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",2,"35-00600        ","Kitchen Deck Faucet 42-406",161.33,322.66
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",5,"35-01085        ","Pipe Elbow 90, 12",9.25,46.25
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",4,"35-01500        ","Speedy Conn., flex 20",3.95,15.8
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",4,"35-01550        ","Speedy Conn., flex 36",6.08,24.32
463905,3528,"BLDG","Work Completed","Supplies","2023-02-15 10:35:33",,"02/16/2023 10:35:00","2023-02-16 10:32:00",,"3528-BLDG-SUPPLIES                 ",2,"20-00586        ","Fixture, Satco 13"" ceiling fixture w/o pull",39.15,78.3
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",189,300             ,"SQFT   Demo the bedroom #1 floor",3.65,689.85
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",189,315             ,"SQFT    Install a new floor in bedroom #1 using PRE-FINISHED oak flooring.",21.45,4054.05
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",6,900             ,"SQFT    Demo the living room floor",3.65,21.9
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",6,915             ,"SQFT    Install a new floor in living room using PRE-FINISHED oak flooring",21.45,128.7
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",1,,"ADD'L CHARGES",1205.9,1205.9
463916,1192,"D","Work Completed","Repairs","2023-02-15 11:04:18",,"02/24/2023 11:33:00",,,"1192 - D - Repair BR floor         ",0,,":Tax Amount",0,0
463924,1006,"BOILER","Work Completed","Oil","2023-02-15 11:36:02",,"02/09/2023 11:36:00","2023-02-09 11:36:00",,"1006- Boiler new Nozzle            ",0,,":Tax Amount",0,0
463924,1006,"BOILER","Work Completed","Oil","2023-02-15 11:36:02",,"02/09/2023 11:36:00","2023-02-09 11:36:00",,"1006- Boiler new Nozzle            ",1,"boiler          ","BOILER SERVICES",1170,1170
463924,1006,"BOILER","Work Completed","Oil","2023-02-15 11:36:02",,"02/09/2023 11:36:00","2023-02-09 11:36:00","nambo       ","1006- Boiler new Nozzle            ",0,,"",0,0
463927,3502,12,"Scheduled","Plumbing","2023-02-15 12:17:28",,"02/15/2023 12:17:00",,,"3502-12-plumber                    ",0,,,0,0
463929,7000,"BLDG","Work Completed","Supplies","2023-02-15 13:03:55",,"02/16/2023 13:03:00","2023-02-16 10:38:00",,"7000-BLDG-SUPPLY 2-15-23           ",1,"30-00820        ","Paint, Super Hide Zero (5 gal) , Ben.Moore",129,129
463929,7000,"BLDG","Work Completed","Supplies","2023-02-15 13:03:55",,"02/16/2023 13:03:00","2023-02-16 10:38:00",,"7000-BLDG-SUPPLY 2-15-23           ",1,"30-00835        ","PAINT, BENJ MOORE 5 GAL FLAT WHITE",148,148
463929,7000,"BLDG","Work Completed","Supplies","2023-02-15 13:03:55",,"02/16/2023 13:03:00","2023-02-16 10:38:00",,"7000-BLDG-SUPPLY 2-15-23           ",1,"del             ","DELIVERY CHARGE",30,30
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",4,"35-01500        ","Speedy Conn., flex 20",3.95,15.8
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",1,"del             ","DELIVERY CHARGE",30,30
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",10,"20-00850        ","Plate, 2 Gang Wall Switch",1.75,17.5
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",10,"20-00560        ","Duplex Outlets",1.5,15
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",15,"40-06125        ","Paper Towels 1 Roll",1.45,21.75
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",5,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,72.55
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",5,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,64.75
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",1,"50-02600        ","Tile, VCT 1/8TARKETT #1824 'SAND CASTLE'",56.63,56.63
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",3,"20-00561        ","GFI Outlets",15,45
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",4,"30-00210        ","Paint,Brush 3",2.03,8.12
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",6,"30-00900        ","Paint, Roller9",3.95,23.7
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",1,"10-03300        ","Saddle, Marble Bathroom 4 X 24",25.65,25.65
463934,1365,"BLDG","Work Completed","Supplies","2023-02-15 14:56:39",,"02/16/2023 10:35:00","2023-02-16 10:35:00",,"1365-Bldg supplies                 ",0,,":Tax Amount",0,0
463935,3522,"BOILER","Work Completed","Oil","2023-02-15 15:00:12",,"02/15/2023 15:00:00","2023-02-09 13:56:00",,"3522-boiler rep.                   ",1,"boiler          ","BOILER SERVICES",1405,1405
463935,3522,"BOILER","Work Completed","Oil","2023-02-15 15:00:12",,"02/15/2023 15:00:00","2023-02-09 13:56:00","nambo       ","3522-boiler rep.                   ",0,,"",0,0
463943,1022,"BOILER","Work Completed","Oil","2023-02-16 07:32:46",,"04/21/2023 14:03:00","2023-04-21 14:03:00",,"1022 - Boiler - Boiler repair      ",0,,":Tax Amount",0,0
463943,1022,"BOILER","Work Completed","Oil","2023-02-16 07:32:46",,"04/21/2023 14:03:00","2023-04-21 14:03:00","nambo       ","1022 - Boiler - Boiler repair      ",0,,"",0,0
463943,1022,"BOILER","Work Completed","Oil","2023-02-16 07:32:46",,"04/21/2023 14:03:00","2023-04-21 14:03:00",,"1022 - Boiler - Boiler repair      ",1,"boiler          ","BOILER SERVICES",1400,1400
463946,1022,"5G","Work Completed","Repairs","2023-02-16 08:24:07",,"03/08/2023 15:27:00","2023-03-09 15:27:00",,"1022 - 5G - Viol Ct Stip Window Rep",1,"svc             ","SERVICE TO BE RENDERED-CARPENTRY",5745,5745
463946,1022,"5G","Work Completed","Repairs","2023-02-16 08:24:07",,"03/08/2023 15:27:00","2023-03-09 15:27:00","bp          ","1022 - 5G - Viol Ct Stip Window Rep",0,,"",0,0
463946,1022,"5G","Work Completed","Repairs","2023-02-16 08:24:07",,"03/08/2023 15:27:00","2023-03-09 15:27:00",,"1022 - 5G - Viol Ct Stip Window Rep",0,,":Tax Amount",0,0
463948,1011,"BOILER","Work Completed","Oil","2023-02-16 09:19:26",,"02/16/2023 11:36:00","2023-02-16 11:36:00",,"1011 - Boiler - Boiler Rep 2-16-23 ",1,"boiler          ","BOILER SERVICES",180,180
463948,1011,"BOILER","Work Completed","Oil","2023-02-16 09:19:26",,"02/16/2023 11:36:00","2023-02-16 11:36:00","nambo       ","1011 - Boiler - Boiler Rep 2-16-23 ",0,,"",0,0
463948,1011,"BOILER","Work Completed","Oil","2023-02-16 09:19:26",,"02/16/2023 11:36:00","2023-02-16 11:36:00",,"1011 - Boiler - Boiler Rep 2-16-23 ",0,,":Tax Amount",0,0
463951,1182,"BOILER","Scheduled","Oil","2023-02-16 09:27:50",,"02/16/2023 09:27:50",,,"1182-METERING PUMP MAKING NOISE    ",0,,,0,0
463953,1182,,"Scheduled","Oil","2023-02-16 09:36:04",,"02/16/2023 09:36:00",,,"1182-STEAM VENT CALCULATION        ",0,,,0,0
463954,3508,"2B","Work Completed","Repairs","2023-02-16 09:36:19",,"02/27/2023 09:36:00","2023-02-27 15:47:00",,"3508-2B-Bathroom repairs           ",24,261             ,"SQFT Repair the  ShowerBody wall with  wonderboard, 4x4 white  wall tiles, & grout",29.4,705.6
463954,3508,"2B","Work Completed","Repairs","2023-02-16 09:36:19",,"02/27/2023 09:36:00","2023-02-27 15:47:00",,"3508-2B-Bathroom repairs           ",1,245             ,"Scrape, plaster ,paint the complete bathroom ceiling",135,135
463954,3508,"2B","Work Completed","Repairs","2023-02-16 09:36:19",,"02/27/2023 09:36:00","2023-02-27 15:47:00",,"3508-2B-Bathroom repairs           ",1,275             ,"Scrape, plaster ,paint the complete bathroom wall",90,90
463954,3508,"2B","Work Completed","Repairs","2023-02-16 09:36:19",,"02/27/2023 09:36:00","2023-02-27 15:47:00","jortega     ","3508-2B-Bathroom repairs           ",0,,"",0,0
463958,1111,"1113-1B","Work Completed","Repairs","2023-02-16 10:04:36",,"02/16/2023 10:04:00","2023-03-01 13:17:00",,"1113-1B-CLEAN OUT (FIRE)           ",1,"svc             ","SERVICE TO BE RENDERED-CARPENTRY",5509,5509
463958,1111,"1113-1B","Work Completed","Repairs","2023-02-16 10:04:36",,"02/16/2023 10:04:00","2023-03-01 13:17:00",,"1113-1B-CLEAN OUT (FIRE)           ",0,,":Tax Amount",0,0
463960,3522,"BLDG","Work Completed","Plumbing","2023-02-16 10:19:57",,"02/21/2023 10:19:00","2023-02-21 11:28:00","mhagan      ","3522-BLDG-PLUMBING                 ",0,,"",0,0
463960,3522,"BLDG","Work Completed","Plumbing","2023-02-16 10:19:57",,"02/21/2023 10:19:00","2023-02-21 11:28:00","mhaganjr    ","3522-BLDG-PLUMBING                 ",0,,"",0,0
463960,3522,"BLDG","Work Completed","Plumbing","2023-02-16 10:19:57",,"02/21/2023 10:19:00","2023-02-21 11:28:00",,"3522-BLDG-PLUMBING                 ",1,"plumbing        ","PLUMBING SERVICES",3320,3320
463962,1440,"13D","Work Completed","Supplies","2023-02-16 10:36:44",,"02/17/2023 09:22:00","2023-02-17 09:22:00",,"1440-13D-vacant detector           ",2,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,107.86
463962,1440,"13D","Work Completed","Supplies","2023-02-16 10:36:44",,"02/17/2023 09:22:00","2023-02-17 09:22:00",,"1440-13D-vacant detector           ",1,"del             ","DELIVERY CHARGE",30,30
463962,1440,"13D","Work Completed","Supplies","2023-02-16 10:36:44",,"02/17/2023 09:22:00","2023-02-17 09:22:00",,"1440-13D-vacant detector           ",0,,":Tax Amount",0,0
463963,1512,"BLDG","Work Completed","Supplies","2023-02-16 10:43:24",,"02/16/2023 10:43:00",,,"1512/BLDG./KEYS                    ",10,050             ,"Supplied Medeco Keys for the building entry door to the office",18,180
463968,1192,55,"Work Completed","Plumbing","2023-02-16 11:09:33",,"02/16/2023 11:09:00","2023-03-07 10:34:00",,"1192-55-PLUMBING                   ",1,"plumbing        ","PLUMBING SERVICES",495,495
463969,1711,"1A","Canceled","Repairs","2023-02-16 11:11:52",,,,,"1711-1A-3 year paint               ",4,801             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with white (#160) paint.  (hallway/bathroom/kitchen/bedroom/living room)",325,1300
463969,1711,"1A","Canceled","Repairs","2023-02-16 11:11:52",,,,,"1711-1A-3 year paint               ",4,805             ,"Two coats are required, per room",150,600
463969,1711,"1A","Canceled","Repairs","2023-02-16 11:11:52",,,,,"1711-1A-3 year paint               ",1,279             ,"Prime bathroom with mildew resistant primer",175,175
463969,1711,"1A","Canceled","Repairs","2023-02-16 11:11:52",,,,,"1711-1A-3 year paint               ",0,"cu6             ","""CHILD UNDER AGE 6""",0,0
463971,1831,"1834-4D","Work Completed","Supplies","2023-02-16 11:19:31",,"02/22/2023 08:54:00","2023-02-22 08:54:00",,"1834-4D-hpd viol-vanity            ",1,"35-02079        ","19 X 25 COMBO SINK/ VANITY",323.33,323.33
463971,1831,"1834-4D","Work Completed","Supplies","2023-02-16 11:19:31",,"02/22/2023 08:54:00","2023-02-22 08:54:00",,"1834-4D-hpd viol-vanity            ",1,"del             ","DELIVERY CHARGE",30,30
463971,1831,"1834-4D","Work Completed","Supplies","2023-02-16 11:19:31",,"02/22/2023 08:54:00","2023-02-22 08:54:00",,"1834-4D-hpd viol-vanity            ",0,,":Tax Amount",0,0
463978,3655,"3655-7","Work Completed","Plumbing","2023-02-16 12:47:09",,"02/16/2023 12:47:00","2023-02-16 10:40:00",,"3655-7-PLUMBING                    ",1,"plumbing        ","PLUMBING SERVICES",655,655
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",1,"del             ","DELIVERY CHARGE",30,30
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",4,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,58.04
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",15,"40-06125        ","Paper Towels 1 Roll",1.45,21.75
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",3,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",53.93,161.79
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",2,"40-04240        ","Alarm, carbon monoxide/smoke electric",53.93,107.86
463984,1366,"BLDG","Work Completed","Supplies","2023-02-16 13:13:25",,"02/17/2023 09:24:00","2023-02-17 09:24:00",,"1366 & 1369 Bldg supplies          ",0,,":Tax Amount",0,0
464014,1182,"BLDG","Work Completed","Oil","2023-02-16 15:39:33",,"02/14/2023 15:39:00","2023-02-14 14:52:00",,"1182-bldg-backflow preventer       ",0,,":Tax Amount",0,0
464014,1182,"BLDG","Work Completed","Oil","2023-02-16 15:39:33",,"02/14/2023 15:39:00","2023-02-14 14:52:00",,"1182-bldg-backflow preventer       ",1,"boiler          ","BOILER SERVICES",2150,2150
464014,1182,"BLDG","Work Completed","Oil","2023-02-16 15:39:33",,"02/14/2023 15:39:00","2023-02-14 14:52:00","anunez      ","1182-bldg-backflow preventer       ",0,,"",0,0
464016,1371,"BLDG","Call","Plumbing","2023-02-16 15:40:42",,,,,"2201-Apt 1AA bldg main clean up pip",0,,,0,0
464022,3651,"3652BLDG","Work Completed","Supplies","2023-02-16 16:52:24",,"02/17/2023 16:52:00","2023-02-17 09:19:00",,"3652-BLDG-SUPPLIES                 ",5,"40-06125        ","Paper Towels 1 Roll",1.45,7.25
464022,3651,"3652BLDG","Work Completed","Supplies","2023-02-16 16:52:24",,"02/17/2023 16:52:00","2023-02-17 09:19:00",,"3652-BLDG-SUPPLIES                 ",2,"40-03850        ","Bleach, 1 gallon",4.89,9.78
464022,3651,"3652BLDG","Work Completed","Supplies","2023-02-16 16:52:24",,"02/17/2023 16:52:00","2023-02-17 09:19:00",,"3652-BLDG-SUPPLIES                 ",3,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,112.5
464022,3651,"3652BLDG","Work Completed","Supplies","2023-02-16 16:52:24",,"02/17/2023 16:52:00","2023-02-17 09:19:00",,"3652-BLDG-SUPPLIES                 ",2,"40-04551        ","Deodorant, lavender (5 gallon containers)",41.47,82.94
464022,3651,"3652BLDG","Work Completed","Supplies","2023-02-16 16:52:24",,"02/17/2023 16:52:00","2023-02-17 09:19:00",,"3652-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",6,"20-00200        ","Bulbs, 32 watt circl. line",4.5,27
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",1,"30-00450        ","Paint, Battleship Grey 5 Gal.",182.25,182.25
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",6,"35-01900        ","Spindle,Gerber Shower",5.5,33
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",3,"40-00350        ","Bags, Recycle Blue 55 gallon",35.53,106.59
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",3,"40-00450        ","Bags, Recycle Clear 55 Gallon",35.96,107.88
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",8,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,300
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",6,"40-03850        ","Bleach, 1 gallon",4.89,29.34
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",1,"40-04400        ","Cleaner, Window",10.94,10.94
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",4,"40-05625        ","Mailbox Locks 5 - Cam",9.25,37
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",3,"40-06900        ","Tape, Duct",5.4,16.2
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",5,"40-07100        ","Tape, Teflon",1.25,6.25
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",1,"50-02750        ","TILE, GLUE CERAMIC",22.09,22.09
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",3,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,43.53
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",12,"40-06125        ","Paper Towels 1 Roll",1.45,17.4
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",1,"10-01500        ","Lock, Entry set mortise L.H.( 91A-3LH)",102.6,102.6
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",1,"del             ","DELIVERY CHARGE",30,30
464035,1027,"BLDG","Work Completed","Supplies","2023-02-17 09:33:07",,"02/22/2023 09:11:00","2023-02-22 09:10:00",,"1027-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0
464037,1011,"BLDG","Work Completed","Supplies","2023-02-17 09:46:00",,"02/28/2023 07:53:06",,,"1011 - Bldg - supplies 2-17-23     ",0,,":Tax Amount",0,0
464037,1011,"BLDG","Work Completed","Supplies","2023-02-17 09:46:00",,"02/28/2023 07:53:06",,,"1011 - Bldg - supplies 2-17-23     ",10,"37-01900        ","APARTMENT #'S",2.5,25
464039,1097,"BOILER","Work Completed","Oil","2023-02-17 09:52:14",,"02/23/2023 09:52:00","2023-02-23 09:59:00",,"1097-BOILER-CHIMNEY DOOR           ",0,,":Tax Amount",0,0
464039,1097,"BOILER","Work Completed","Oil","2023-02-17 09:52:14",,"02/23/2023 09:52:00","2023-02-23 09:59:00","nambo       ","1097-BOILER-CHIMNEY DOOR           ",0,,"",0,0
464039,1097,"BOILER","Work Completed","Oil","2023-02-17 09:52:14",,"02/23/2023 09:52:00","2023-02-23 09:59:00",,"1097-BOILER-CHIMNEY DOOR           ",1,"boiler          ","BOILER SERVICES",1220,1220
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",12,"40-03850        ","Bleach, 1 gallon",4.89,58.68
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",10,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,145.1
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",4,"40-06900        ","Tape, Duct",5.4,21.6
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",20,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,750
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",8,"40-00450        ","Bags, Recycle Clear 55 Gallon",35.96,287.68
464046,7002,,"Work Completed","Supplies","2023-02-17 10:29:37",,"02/21/2023 10:29:00","2023-02-21 09:17:00",,"7002-bldg-supplies                 ",1,"del             ","DELIVERY CHARGE",30,30
464049,1192,25,"Work Completed","Repairs","2023-02-17 10:57:18",,"02/22/2023 15:56:00","2023-02-22 15:47:00",,"1192 - 25 - 3 year paint job       ",5,800             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with BEIGE paint (hallway/bathroom/kitchen/bedroom/living room)",325,1625
464049,1192,25,"Work Completed","Repairs","2023-02-17 10:57:18",,"02/22/2023 15:56:00","2023-02-22 15:47:00",,"1192 - 25 - 3 year paint job       ",5,805             ,"Two coats are required, per room",150,750
464049,1192,25,"Work Completed","Repairs","2023-02-17 10:57:18",,"02/22/2023 15:56:00","2023-02-22 15:47:00",,"1192 - 25 - 3 year paint job       ",1,279             ,"Prime bathroom with mildew resistant primer",175,175
