YardiMM2PODetID,PONumber,WONumber,VendorCode,Vendor,QtyOrdered,ExpenseType,UnitPrice,TotalCost,POAmount,WOAndInvoiceAmt,OrderDate,ReceivedDate,ItemCode,ItemDesc,Client,Date1,Date2
61472,50659   ,,"cro1        ","CROWN JANITORIAL",20,"CoOp-Inventory",9.01,180.2,10484.46,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","40-04400        ","Cleaner, Window",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61474,50661   ,498057  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",135.03,135.03,135.03,1050,"2024-07-09 00:00:00","2024-07-10 00:00:00","material        ","Misc","PROSPECT DEVELOPMENT GROUP L.P., 1339 PROSPECT AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61475,50662   ,,"ace12       ","Costello's Ace Hardware",50,"CoOp-Inventory",2.5,125,125,0,"2024-07-09 00:00:00","2024-07-12 00:00:00","20-00250        ","BULBS, 13W CFL",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61477,50663   ,,"cen1        ","Century Maintenance",15,"Maintenance-Inventory",19.79,296.85,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-04200        ","Sheetrock, White",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61478,50663   ,,"cen1        ","Century Maintenance",15,"Maintenance-Inventory",25.19,377.85,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-04100        ","Sheetrock,Green 1/2''",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61479,50663   ,,"cen1        ","Century Maintenance",10,"Maintenance-Inventory",24.69,246.9,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","50-00500        ","Sheetrock, Wonderboard",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61480,50663   ,,"cen1        ","Century Maintenance",240,"Maintenance-Inventory",0.75,180,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-02000        ","Molding, 3/4 x 1/4 round (per 8 ft)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61481,50663   ,,"cen1        ","Century Maintenance",240,"Maintenance-Inventory",0.99,237.6,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-01900        ","Molding, 2 1/4 clamshell (per 8 ft)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61482,50663   ,,"cen1        ","Century Maintenance",240,"Maintenance-Inventory",1.25,300,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-02050        ","Molding, 3 1/4 Clamshell (per 8 ft)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61483,50663   ,,"cen1        ","Century Maintenance",50,"Maintenance-Inventory",3.78,189,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-03800        ","Screws, Sheetrock 6 x 1 -5/8 COARSE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61484,50663   ,,"cen1        ","Century Maintenance",25,"Maintenance-Inventory",3.78,94.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-03900        ","Screws, Sheetrock 8 x 2-1/2 COARSE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61485,50663   ,,"cen1        ","Century Maintenance",25,"Maintenance-Inventory",3.78,94.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-04000        ","Screws, Sheetrock 3'' COARSE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61486,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",197.1,985.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00900        ","Pre hung Door 36x80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61487,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",94.5,472.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00915        ","SLAB DOOR - 36X80

SEE ITEM # 10-00950",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61488,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",197.1,985.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00800        ","Pre hung door 34 x 80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61489,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",94.5,472.5,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00850        ","SLAB DOOR - 34X80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61490,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",85.49,427.45,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00750        ","SLAB DOOR - 32X80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61491,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",189,945,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00500        ","Pre hung door, 28x80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61492,50663   ,,"cen1        ","Century Maintenance",5,"Maintenance-Inventory",80.99,404.95,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","10-00550        ","SLAB DOOR - 28X80",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61493,50663   ,,"cen1        ","Century Maintenance",48,"Maintenance-Inventory",22.99,1103.52,7814.12,0,"2024-07-09 00:00:00","2024-07-09 00:00:00","30-00100        ","Compound, joint 5 gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61494,50664   ,496598  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Canceled",100,100,100,1202.1,"2024-07-09 00:00:00",,"material        ","Misc","HOEWOOD POINT DEVELOPMENT LLC, 936 HOE AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61495,50665   ,497798  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",925,925,925,1063.75,"2024-07-09 00:00:00","2024-07-18 00:00:00","material        ","Misc","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61496,50666   ,498191  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1992,1992,1992,2396.5,"2024-07-09 00:00:00","2024-07-22 00:00:00","material        ","Misc","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61497,50667   ,497014  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",40.49,40.49,40.49,2440,"2024-07-10 00:00:00","2024-07-09 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 586 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61512,50678   ,498032  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",99.11,99.11,99.11,988.1,"2024-07-10 00:00:00","2024-07-10 00:00:00","material        ","Misc","LARKSPUR LLC, 304 W 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61853,50683   ,498109  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",723.47,723.47,11898.33,74246,"2024-07-10 00:00:00","2024-07-16 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660-666 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61854,50683   ,498109  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",5736.3,5736.3,11898.33,74246,"2024-07-10 00:00:00","2024-07-10 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660-666 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61855,50683   ,498109  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",825.9,825.9,11898.33,74246,"2024-07-10 00:00:00","2024-07-16 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660-666 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61538,50686   ,497661  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",206.18,206.18,206.18,9831,"2024-07-11 00:00:00","2024-07-11 00:00:00","material        ","Misc","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61543,50688   ,498211  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",528.59,528.59,528.59,3360,"2024-07-11 00:00:00","2024-07-11 00:00:00","material        ","Misc","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61544,50689   ,498250  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",855,855,855,983.25,"2024-07-11 00:00:00","2024-07-22 00:00:00","material        ","Misc","SOUNDVIEW SENIOR HOUSING LLC, 391 BRONX RIVER AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61548,50690   ,496372  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",40.49,40.49,40.49,1423.2,"2024-07-12 00:00:00","2024-07-11 00:00:00","material        ","Misc","BRONXWOOD ASSOCIATES, 800 EAST 223RD STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61549,50691   ,,"rit1        ","RITZ PAINT",3,"Maintenance-Inventory",225,675,675,0,"2024-07-12 00:00:00","2024-07-12 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61550,50692   ,,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",611.7,611.7,611.7,0,"2024-07-12 00:00:00","2024-07-12 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61553,50695   ,498444  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1262,1262,1262,1451.3,"2024-07-12 00:00:00","2024-07-26 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 507 E 139TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61557,50696   ,498353  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",255.8,255.8,255.8,4300,"2024-07-12 00:00:00","2024-07-12 00:00:00","material        ","Misc","83 POST AVENUE ASSOCIATES, 685 ACADEMY STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61558,50697   ,498451  ,"rit1        ","RITZ PAINT",1,"Maintenance-COGS",40,40,64,278,"2024-07-15 00:00:00","2024-07-15 00:00:00","30-00825        ","PAINT, BENJ MOORE 2 GAL FLAT WHITE","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 586 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61718,50697   ,498451  ,"rit1        ","RITZ PAINT",1,"Maintenance-COGS",24,24,64,278,"2024-07-15 00:00:00","2024-07-15 00:00:00","30-02160        ","BENJ MOORE 1 GALLON SG","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 586 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61559,50698   ,498427  ,"rit1        ","RITZ PAINT",2,"Maintenance-COGS",150,300,420,749.82,"2024-07-15 00:00:00","2024-07-15 00:00:00","30-00220        ","Paint, Navajo White 5 Gal","Aquinas Deacon Juan Santos HDFC	, 975 East Tremont Ave/2060 Crotona Ave","2024-03-01 00:00:00","2025-05-01 00:00:00"
61560,50699   ,498438  ,"fww         ","F.W. Webb Company",1,"Canceled",0.01,0.01,0.01,0,"2024-07-15 00:00:00",,"material        ","Misc","TPT I LLC, 812 EAST 231 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61561,50700   ,498402  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",127.26,127.26,127.26,1150,"2024-07-15 00:00:00","2024-07-15 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61562,50701   ,498403  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",636.53,636.53,636.53,1150,"2024-07-15 00:00:00","2024-07-15 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 700 EAST 141 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61565,50704   ,497694  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",105.84,105.84,105.84,3360,"2024-07-15 00:00:00","2024-07-15 00:00:00","material        ","Misc","9 SHERMAN ASSOCIATES LLC, 9-21 SHERMAN AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61566,50705   ,495616  ,"cen1        ","Century Maintenance",1,"Maintenance-COGS",8108.54,8108.54,8108.54,39577,"2024-07-15 00:00:00","2024-07-16 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 660-666 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61567,50706   ,,"rit1        ","RITZ PAINT",1,"CoOp-Inventory",120,120,183.8,0,"2024-07-16 00:00:00","2024-07-16 00:00:00","30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61720,50706   ,,"rit1        ","RITZ PAINT",4,"CoOp-Inventory",15.95,63.8,183.8,0,"2024-07-16 00:00:00","2024-07-16 00:00:00","30-01600        ","Thinner, Paint",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61568,50707   ,,"cen1        ","Century Maintenance",1,"CoOp-Inventory",143.98,143.98,143.98,0,"2024-07-16 00:00:00","2024-07-16 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61570,50709   ,498601  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",302.33,302.33,302.33,1082,"2024-07-16 00:00:00","2024-07-16 00:00:00","material        ","Misc","52 ARDEN ASSOCIATES LLC, 52 ARDEN ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61572,50711   ,496132  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",41.8,41.8,41.8,767,"2024-07-16 00:00:00","2024-07-16 00:00:00","material        ","Misc","FLEETWOOD ASSOCIATES, LP, 1361 COLLEGE AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61575,50713   ,498566  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",250,250,250,303.35,"2024-07-16 00:00:00","2024-07-26 00:00:00","material        ","Misc","EAST CLARKE PLACE ASSOCIATES II LLC, 15 EAST CLARKE PLACE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61576,50714   ,498443  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",3043,3043,3043,3552.65,"2024-07-16 00:00:00","2024-07-30 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 223-227 CYPRESS AVENUE AKA 649 EAST 137 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61577,50715   ,498177  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",272.68,272.68,272.68,5000,"2024-07-16 00:00:00","2024-07-16 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1034 AVENUE ST.JOHN","2024-03-01 00:00:00","2025-05-01 00:00:00"
61583,50718   ,,"ff1         ","F&F HARDWARE AND SUPPLY. INC.",200,"CoOp-Inventory",52.5,10500,10500,0,"2024-07-16 00:00:00","2024-07-17 00:00:00","40-00040        ","A/C Brackets",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61584,50719   ,498803  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",167,167,167,225.45,"2024-07-17 00:00:00","2024-07-22 00:00:00","material        ","Misc","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61585,50720   ,497604  ,"cen1        ","Century Maintenance",1,"Subcontractor-Maintenance",1668.45,1668.45,1668.45,7306.3,"2024-07-17 00:00:00","2024-07-16 00:00:00","material        ","Misc","ACADEMY COMMUNITY PARTNERSHIP, 578 ACADEMY ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61586,50721   ,497637  ,"fww         ","F.W. Webb Company",1,"Canceled",0.01,0.01,0.01,459,"2024-07-17 00:00:00",,"material        ","Misc","PROSPECT DEVELOPMENT GROUP L.P., 1339 PROSPECT AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61587,50722   ,,"fww         ","F.W. Webb Company",1,"Plumbing-Inventory",114.84,114.84,114.84,0,"2024-07-17 00:00:00","2024-07-18 00:00:00","material        ","Misc",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61588,50723   ,498804  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",2092,2092,2092,2380.15,"2024-07-17 00:00:00","2024-08-01 00:00:00","material        ","Misc","RIVULET ROW ASSOCIATES LLC, 545 ACADEMY STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61589,50724   ,498498  ,"cen1        ","Century Maintenance",1,"Canceled",500,500,500,0,"2024-07-17 00:00:00",,"material        ","Misc","TPT PARTNERS LLC, 332 EAST 117TH ST","2024-03-01 00:00:00","2025-05-01 00:00:00"
61590,50725   ,491641  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1957,1957,1957,2335.45,"2024-07-17 00:00:00","2024-07-26 00:00:00","material        ","Misc","PONT ELEVE ASSOCIATES LP, 150-160 WEST 168TH STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61591,50726   ,498666  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1106,1106,1106,1320.9,"2024-07-17 00:00:00","2024-07-26 00:00:00","material        ","Misc","11-19 JACOBUS ASSOCIATES, LLC, 15 JACOBUS PL","2024-03-01 00:00:00","2025-05-01 00:00:00"
61592,50727   ,498807  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",4133,4133,4133,5046.55,"2024-07-17 00:00:00","2024-08-05 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 353 CYPRESS AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61594,50729   ,498254  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",124.22,124.22,124.22,1042,"2024-07-17 00:00:00","2024-07-18 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61595,50730   ,498833  ,"fww         ","F.W. Webb Company",1,"Boiler-COGS",154.09,154.09,154.09,2373.92,"2024-07-17 00:00:00","2024-07-18 00:00:00","material        ","Misc","Burke Plaza Associates LP, 871 East 179 Street","2024-03-01 00:00:00","2025-05-01 00:00:00"
61596,50731   ,498908  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",301,301,301,346.15,"2024-07-18 00:00:00","2024-07-26 00:00:00","material        ","Misc","9-15 ADRIAN ASSOC. LLC, 9-15 ADRIAN AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61597,50732   ,498305  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",267.51,267.51,267.51,3560,"2024-07-18 00:00:00","2024-07-18 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 285 BROOK AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61600,50734   ,498879  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Canceled",100,100,100,5679,"2024-07-18 00:00:00",,"material        ","Misc","AUDUBON PROPERTY GROUP LLC, 540 AUDUBON AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61601,50735   ,,"cen1        ","Century Maintenance",100,"CoOp-Inventory",11.99,1199,3597,0,"2024-07-18 00:00:00","2024-07-23 00:00:00","37-01600        ","CO DETECTOR LAW METAL SIGN",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61602,50735   ,,"cen1        ","Century Maintenance",100,"CoOp-Inventory",11.99,1199,3597,0,"2024-07-18 00:00:00","2024-07-23 00:00:00","40-06190        ","Sign, Gas Leak Metal",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61603,50735   ,,"cen1        ","Century Maintenance",100,"CoOp-Inventory",11.99,1199,3597,0,"2024-07-18 00:00:00","2024-07-23 00:00:00","37-06190        ","Signs - HPD Housing Information (Metal)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61604,50736   ,498902  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",295.82,295.82,295.82,3500,"2024-07-19 00:00:00","2024-07-19 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 582 SOUTHERN BOULEVARD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61605,50737   ,498879  ,"hea2        ","HEATING & BURNER SUPPLY, INC.",1,"Canceled",0.01,0.01,0.01,5679,"2024-07-19 00:00:00",,"material        ","Misc","AUDUBON PROPERTY GROUP LLC, 540 AUDUBON AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61606,50738   ,497370  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1342,1342,1342,1593.45,"2024-07-19 00:00:00","2024-08-08 00:00:00","material        ","Misc","BR AFFORDABLE JV LLC, 1038 BOSTON ROAD","2024-03-01 00:00:00","2025-05-01 00:00:00"
61607,50739   ,498970  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",394,394,394,436.8,"2024-07-19 00:00:00","2024-08-01 00:00:00","material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 751 JACKSON AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61608,50740   ,498969  ,"gol12       ","Direct Cabinet Sales",1,"Maintenance-COGS",1017,1017,1017,1218.55,"2024-07-19 00:00:00","2024-08-01 00:00:00","material        ","Misc","83 POST AVENUE ASSOCIATES, 685 ACADEMY STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61609,50741   ,498978  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",120.62,120.62,120.62,1343,"2024-07-19 00:00:00","2024-07-19 00:00:00","material        ","Misc","WEST 187 STREET ASSOCIATES, 515 WEST 187 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61621,50752   ,497366  ,"cen1        ","Century Maintenance",1,"Canceled",50,50,50,1004.1,"2024-07-22 00:00:00",,"material        ","Misc","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 235 CYPRESS AVENUE","2024-03-01 00:00:00","2025-05-01 00:00:00"
61622,50753   ,,"rit1        ","RITZ PAINT",20,"Maintenance-Inventory",120,2400,6860.25,0,"2024-07-22 00:00:00",,"30-00400        ","Paint, #160 5 gallon (white)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61623,50753   ,,"rit1        ","RITZ PAINT",10,"Maintenance-Inventory",48,480,6860.25,0,"2024-07-22 00:00:00",,"30-00300        ","Paint,#160 2 gallon (white)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61624,50753   ,,"rit1        ","RITZ PAINT",15,"Maintenance-Inventory",120,1800,6860.25,0,"2024-07-22 00:00:00",,"30-00680        ","PAINT, LINEN WHITE SG-5 GALLON",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61625,50753   ,,"rit1        ","RITZ PAINT",6,"Maintenance-Inventory",150,900,6860.25,0,"2024-07-22 00:00:00",,"30-00255        ","China White 5 gal",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61626,50753   ,,"rit1        ","RITZ PAINT",72,"Maintenance-Inventory",2.5,180,6860.25,0,"2024-07-22 00:00:00",,"30-00900        ","Paint, Roller9",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61627,50753   ,,"rit1        ","RITZ PAINT",40,"Maintenance-Inventory",6,240,6860.25,0,"2024-07-22 00:00:00",,"30-01000        ","Paint, Handle 9",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61628,50753   ,,"rit1        ","RITZ PAINT",36,"Maintenance-Inventory",1.25,45,6860.25,0,"2024-07-22 00:00:00",,"30-00210        ","Paint,Brush 3",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61629,50753   ,,"rit1        ","RITZ PAINT",16,"Maintenance-Inventory",9,144,6860.25,0,"2024-07-22 00:00:00",,"30-01330        ","BLUE PAINTERS TAPE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61630,50753   ,,"rit1        ","RITZ PAINT",15,"Maintenance-Inventory",7.95,119.25,6860.25,0,"2024-07-22 00:00:00",,"30-01500        ","Tape, Sheetrock",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61631,50753   ,,"rit1        ","RITZ PAINT",48,"Maintenance-Inventory",4,192,6860.25,0,"2024-07-22 00:00:00",,"10-00200        ","LATEX CAULKING 1 TUBE",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61632,50753   ,,"rit1        ","RITZ PAINT",48,"Maintenance-Inventory",7.5,360,6860.25,0,"2024-07-22 00:00:00",,"40-04250        ","Caulking, Bathroom Silicone (white)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61924,50754   ,498998  ,"fww         ","F.W. Webb Company",1,"Plumbing-COGS",341.72,341.72,5650.38,26500,"2024-07-22 00:00:00","2024-08-13 00:00:00","material        ","Misc","AZURE HOLDINGS II LP, 226 WEST 144 STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61634,50755   ,497376  ,"rit1        ","RITZ PAINT",1,"Maintenance-COGS",225,225,225,1277,"2024-07-22 00:00:00","2024-07-22 00:00:00","30-00450        ","Paint, Battleship Grey 5 Gal.","SOUTH BRONX COMMUNITY LEMLE WOLFF LLC, 1033-1037 AVENUE SAINT JOHN","2024-03-01 00:00:00","2025-05-01 00:00:00"
61636,50757   ,498893  ,"ranger      ","Ranger Supply Co.",1,"Plumbing-COGS",199.92,199.92,199.92,1500,"2024-07-22 00:00:00","2024-07-22 00:00:00","material        ","Misc","KAMOL ASSOCIATES LP, 547 WEST 186TH STREET","2024-03-01 00:00:00","2025-05-01 00:00:00"
61639,50760   ,,"cro1        ","CROWN JANITORIAL",70,"Maintenance-COGS",28.43,1990.1,7766.01,0,"2024-07-22 00:00:00","2024-07-22 00:00:00","40-00450        ","Bags, Recycle Clear 55 Gallon",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61640,50760   ,,"cro1        ","CROWN JANITORIAL",900,"Maintenance-COGS",1.43,1287,7766.01,0,"2024-07-22 00:00:00","2024-07-22 00:00:00","40-06125        ","Paper Towels 1 Roll",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61641,50760   ,,"cro1        ","CROWN JANITORIAL",100,"Maintenance-COGS",7.28,728,7766.01,0,"2024-07-22 00:00:00","2024-07-22 00:00:00","40-04850        ","Gloves, nitrile (Disposable) 100pc XL",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61642,50760   ,,"cro1        ","CROWN JANITORIAL",180,"Maintenance-COGS",6.58,1184.4,7766.01,0,"2024-07-22 00:00:00","2024-07-22 00:00:00","40-04551        ","Deodorant, lavender (5 gallon containers)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
61643,50760   ,,"cro1        ","CROWN JANITORIAL",100,"Maintenance-COGS",6.57,657,7766.01,0,"2024-07-22 00:00:00","2024-07-22 00:00:00","40-04552        ","Deodorant, rain forest (5 gallon containers)",", ","2024-03-01 00:00:00","2025-05-01 00:00:00"
