WONumber,BuildingNum,AptNum,JobStatus,Category,CallDate,StartDate,SchedDate,BatchID,BatchDate,CompleteDate,Employee,BriefDesc,Quantity,Code,FullDesc,UnitPrice,PayAmt,woBatchOccuredDate
470877,1022,"6E","Work Completed","Repairs","2023-06-07 09:07:42",,"2023-06-08 13:27:00",1600028893,"2023-07-05 12:52:58","06/08/2023 13:53:00",,"1022 - 6E - Violation Repairs      ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471191,225,702,"Work Completed","Repairs","2023-06-12 13:10:28",,"2023-06-16 13:12:00",1600028893,"2023-07-05 12:52:58","06/16/2023 20:03:00",,"225-702 3 YR Paint                 ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2023-06-30 00:00:00"
471191,225,702,"Work Completed","Repairs","2023-06-12 13:10:28",,"2023-06-16 13:12:00",1600028893,"2023-07-05 12:52:58","06/16/2023 20:03:00",,"225-702 3 YR Paint                 ",1,002             ,"ADD'L WORK NEEDED",546,546,"2023-06-30 00:00:00"
470964,1704,"1C","Work Completed","Repairs","2023-06-08 09:37:34",,"2023-06-08 09:37:00",1600028893,"2023-07-05 12:52:58","06/09/2023 16:27:00",,"1704-1C-REPAIRS                    ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
470907,1029,"1-A20","Work Completed","Repairs","2023-06-07 10:41:08",,"2023-06-12 12:41:00",1600028893,"2023-07-05 12:52:58","06/12/2023 20:10:00",,"1029 - A20 - LR ceiling repair     ",1,935             ,"Scrape, plaster, paint the complete living room ceiling",150,150,"2023-06-30 00:00:00"
470907,1029,"1-A20","Work Completed","Repairs","2023-06-07 10:41:08",,"2023-06-12 12:41:00",1600028893,"2023-07-05 12:52:58","06/12/2023 20:10:00",,"1029 - A20 - LR ceiling repair     ",16,930             ,"SQFT    Skimcoat the ceilings in living room",3,48,"2023-06-30 00:00:00"
469356,1831,"1832-2A","Work Completed","Repairs","2023-05-09 11:00:45",,"2023-05-22 09:15:00",1600028893,"2023-07-05 12:52:58","06/15/2023 22:13:00",,"1832-2A-unit repair-5-23-23        ",20,115             ,"SQFT   Remove the old tile from the kitchen, resecure the underlayment & install new VCT tiles",6.8,136,"2023-06-30 00:00:00"
469356,1831,"1832-2A","Work Completed","Repairs","2023-05-09 11:00:45",,"2023-05-22 09:15:00",1600028893,"2023-07-05 12:52:58","06/15/2023 22:13:00",,"1832-2A-unit repair-5-23-23        ",4,800             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with BEIGE paint (hallway/bathroom/kitchen/bedroom/living room)",325,1300,"2023-06-30 00:00:00"
469356,1831,"1832-2A","Work Completed","Repairs","2023-05-09 11:00:45",,"2023-05-22 09:15:00",1600028893,"2023-07-05 12:52:58","06/15/2023 22:13:00",,"1832-2A-unit repair-5-23-23        ",20,100             ,"SQFT   Demo the kitchen floor.",3.65,73,"2023-06-30 00:00:00"
469356,1831,"1832-2A","Work Completed","Repairs","2023-05-09 11:00:45",,"2023-05-22 09:15:00",1600028893,"2023-07-05 12:52:58","06/15/2023 22:13:00",,"1832-2A-unit repair-5-23-23        ",4,805             ,"Two coats are required, per room",150,600,"2023-06-30 00:00:00"
470910,1084,"1085-3A","Work Completed","Repairs","2023-06-07 10:49:37",,"2023-06-16 10:49:00",1600028893,"2023-07-05 12:52:58","06/16/2023 19:47:00",,"1085-3A-REPAIR                     ",1,,"BATHROOM WINDOW SILL",0,0,"2023-06-30 00:00:00"
470910,1084,"1085-3A","Work Completed","Repairs","2023-06-07 10:49:37",,"2023-06-16 10:49:00",1600028893,"2023-07-05 12:52:58","06/16/2023 19:47:00",,"1085-3A-REPAIR                     ",6,,"DEMO TILE",9.6,57.6,"2023-06-30 00:00:00"
471190,225,611,"Work Completed","Repairs","2023-06-12 12:44:34",,"2023-06-21 12:44:00",1600028893,"2023-07-05 12:52:58","06/21/2023 09:54:00",,"225-611 3 YR Paint                 ",1,279             ,"Prime bathroom with mildew resistant primer",175,175,"2023-06-30 00:00:00"
471190,225,611,"Work Completed","Repairs","2023-06-12 12:44:34",,"2023-06-21 12:44:00",1600028893,"2023-07-05 12:52:58","06/21/2023 09:54:00",,"225-611 3 YR Paint                 ",1,002             ,"ADD'L WORK NEEDED",680,680,"2023-06-30 00:00:00"
471190,225,611,"Work Completed","Repairs","2023-06-12 12:44:34",,"2023-06-21 12:44:00",1600028893,"2023-07-05 12:52:58","06/21/2023 09:54:00",,"225-611 3 YR Paint                 ",3,800             ,"PER ROOM  Scrape, Plaster, Paint the complete apartment with BEIGE paint (hallway/bathroom/kitchen/bedroom/living room)",325,975,"2023-06-30 00:00:00"
471376,1182,25,"Work Completed","Repairs","2023-06-14 15:46:12",,"2023-06-21 15:46:00",1600028893,"2023-07-05 12:52:58","06/21/2023 20:28:00",,"1182-25-Post Plumbing              ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
470538,1440,"BLDG","Work Completed","Supplies","2023-06-01 09:42:38",,"2023-06-01 16:08:00",1600028894,"2023-07-05 13:02:47","06/01/2023 16:08:00",,"1440-bldg-ll 115 signs-6-1-23      ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471382,5037,"2-54","Work Completed","Supplies","2023-06-14 16:37:16",,"2023-06-14 16:37:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:46:00",,"5037-2-54-SUPPLIES                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471625,1831,"1831-24","Work Completed","Supplies","2023-06-21 08:58:59",,"2023-07-03 15:51:09",1600028894,"2023-07-05 13:02:47","06/26/2023 15:50:00",,"1831-24-court stip materials       ",1,001             ,"DELIVERY",30,30,"2023-06-30 00:00:00"
471625,1831,"1831-24","Work Completed","Supplies","2023-06-21 08:58:59",,"2023-07-03 15:51:09",1600028894,"2023-07-05 13:02:47","06/26/2023 15:50:00",,"1831-24-court stip materials       ",1,"10-00100        ","Adhesive Glue VCT 1 gallon",31.64,31.64,"2023-06-30 00:00:00"
471380,5037,"BLDG","Work Completed","Supplies","2023-06-14 16:30:55",,"2023-06-14 16:30:00",1600028894,"2023-07-05 13:02:47","06/15/2023 12:00:00",,"5037-BLDG-3RD FLOOR                ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471390,1004,"BLDG","Work Completed","Supplies","2023-06-15 08:18:58",,"2023-06-15 11:56:00",1600028894,"2023-07-05 13:02:47","06/15/2023 11:56:00",,"1004 - Bldg - gloves               ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471621,1004,"BLDG","Work Completed","Supplies","2023-06-21 08:36:27",,"2023-06-23 11:10:00",1600028894,"2023-07-05 13:02:47","06/23/2023 11:10:00",,"1004 - Bldg - supplies 6-21-23     ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",1,"50-00200        ","Grout, Floor (25lb Bags)",33.41,33.41,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",1,"10-01500        ","Lock, Entry set mortise L.H.( 91A-3LH)",102.6,102.6,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471660,1025,"BLDG","Work Completed","Supplies","2023-06-21 11:29:38",,"2023-06-21 11:29:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:24:00",,"1025-BLDG-SUPPLIES                 ",2,"40-04850        ","Gloves, nitrile (Disposable) 100pc XL",14.51,29.02,"2023-06-30 00:00:00"
471660,1025,"BLDG","Work Completed","Supplies","2023-06-21 11:29:38",,"2023-06-21 11:29:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:24:00",,"1025-BLDG-SUPPLIES                 ",2,"10-04100        ","Sheetrock,Green 1/2''",23.21,46.42,"2023-06-30 00:00:00"
471660,1025,"BLDG","Work Completed","Supplies","2023-06-21 11:29:38",,"2023-06-21 11:29:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:24:00",,"1025-BLDG-SUPPLIES                 ",15,"40-06125        ","Paper Towels 1 Roll",1.45,21.75,"2023-06-30 00:00:00"
471660,1025,"BLDG","Work Completed","Supplies","2023-06-21 11:29:38",,"2023-06-21 11:29:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:24:00",,"1025-BLDG-SUPPLIES                 ",5,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,187.5,"2023-06-30 00:00:00"
471478,1366,"BLDG","Work Completed","Supplies","2023-06-15 15:55:15",,"2023-06-15 15:55:00",1600028894,"2023-07-05 13:02:47","06/21/2023 11:49:00",,"1366-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471660,1025,"BLDG","Work Completed","Supplies","2023-06-21 11:29:38",,"2023-06-21 11:29:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:24:00",,"1025-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",1,"35-00600        ","Kitchen Deck Faucet 42-406",161.33,161.33,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",1,"10-01600        ","Lock, Entry Mortist R.H.(91A-3RH)",102.6,102.6,"2023-06-30 00:00:00"
471656,1081,"BLDG","Work Completed","Supplies","2023-06-21 11:07:14",,"2023-06-22 11:25:00",1600028894,"2023-07-05 13:02:47","06/22/2023 11:25:00",,"1081-bldg-supplies                 ",3,"35-01101        ","P TRAP KITCHEN",23.31,69.93,"2023-06-30 00:00:00"
471104,1192,"BLDG","Work Completed","Supplies","2023-06-09 10:31:39",,"2023-06-16 12:51:00",1600028894,"2023-07-05 13:02:47","06/16/2023 12:51:00",,"1192 - Bldg - supplies 6-9-23      ",3,"10-04920        ","METAL TRACK 1 5/8''",6.05,18.15,"2023-06-30 00:00:00"
471366,1181,"E1","Work Completed","Supplies","2023-06-14 14:11:22",,"2023-06-14 14:11:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:48:00",,"1181-E1-SUPPLIES                   ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
470339,2001,"3L","Work Completed","Supplies","2023-05-26 11:19:10",,"2023-06-26 16:10:00",1600028894,"2023-07-05 13:02:47","06/26/2023 16:09:00",,"2001 - 3L - supplies door sweep    ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471106,2042,1,"Work Completed","Supplies","2023-06-09 10:43:09",,"2023-06-09 12:55:00",1600028894,"2023-07-05 13:02:47","06/09/2023 12:55:00",,"2042-1 medicine cabinet            ",1,"40-05650        ","Medicine Cabinet",45.23,45.23,"2023-06-30 00:00:00"
471785,2001,"BLDG","Work Completed","Supplies","2023-06-23 10:00:34",,"2023-07-03 15:59:43",1600028894,"2023-07-05 13:02:47","07/03/2023 15:58:00",,"2001 - Bldg - supplies - Bags      ",1,001             ,"DELIVERY",30,30,"2023-06-30 00:00:00"
471445,1712,"5B","Work Completed","Supplies","2023-06-15 12:00:27",,"2023-06-15 12:00:00",1600028894,"2023-07-05 13:02:47",,,"1712-5B-SINK VANITY                ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471608,1365,"4A","Work Completed","Supplies","2023-06-20 15:47:58",,"2023-06-23 11:13:00",1600028894,"2023-07-05 13:02:47","06/23/2023 11:13:00",,"1365-4A Super's kitchen floor      ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",8,"40-04400        ","Cleaner, Window",10.94,87.52,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",5,"40-06900        ","Tape, Duct",5.4,27,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",12,"40-06125        ","Paper Towels 1 Roll",1.45,17.4,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",4,"40-03850        ","Bleach, 1 gallon",4.89,19.56,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",6,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,225,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",1,"30-01000        ","Paint, Handle 9",8.1,8.1,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",4,"40-04551        ","Deodorant, lavender (5 gallon containers)",41.47,165.88,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",4,"40-04000        ","Broom, Angle",9.13,36.52,"2023-06-30 00:00:00"
471723,1367,"BLDG","Work Completed","Supplies","2023-06-22 12:34:16",,"2023-06-22 12:34:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:52:00",,"1367-BLDG-SUPPLIES                 ",2,"30-00400        ","Paint, #160 5 gallon (white)",148.5,297,"2023-06-30 00:00:00"
471672,1263,"4B","Work Completed","Supplies","2023-06-21 13:18:24",,"2023-06-21 13:18:00",1600028894,"2023-07-05 13:02:47","06/23/2023 11:19:00",,"1263-4B-SUPPLIES                   ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471254,3501,24,"Work Completed","Supplies","2023-06-13 10:33:48",,"2023-06-13 10:33:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:38:00",,"3501-24-DOOR SUPPLIES              ",1,"10-00750        ","SLAB DOOR - 32X80",115.41,115.41,"2023-06-30 00:00:00"
471254,3501,24,"Work Completed","Supplies","2023-06-13 10:33:48",,"2023-06-13 10:33:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:38:00",,"3501-24-DOOR SUPPLIES              ",1,"10-00550        ","SLAB DOOR - 28X80",97.14,97.14,"2023-06-30 00:00:00"
471095,1095,"BLDG","Work Completed","Supplies","2023-06-09 09:59:45",,"2023-06-09 09:59:00",1600028894,"2023-07-05 13:02:47","06/16/2023 13:03:00",,"1095-bldg-supplies                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471254,3501,24,"Work Completed","Supplies","2023-06-13 10:33:48",,"2023-06-13 10:33:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:38:00",,"3501-24-DOOR SUPPLIES              ",1,"10-00650        ","SLAB DOOR - 30X80",105.29,105.29,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",10,"10-00200        ","LATEX CAULKING 1 TUBE",6.06,60.6,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",2,"40-05560        ","Lobby Dust Pan ( black )",26.8,53.6,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",2,"30-00100        ","Compound, joint 5 gallon",29.69,59.38,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",15,"40-06125        ","Paper Towels 1 Roll",1.45,21.75,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",15,"40-00600        ","Bags, Garbage 23x17x46 Regular",37.5,562.5,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",5,"40-04650        ","Floor Stripper, 5 gallon",62.21,311.05,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",10,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,129.5,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",2,"40-04275        ","Cherry Block Deodorant 20LB",56.25,112.5,"2023-06-30 00:00:00"
471108,3528,"BLDG","Work Completed","Supplies","2023-06-09 10:50:09",,"2023-06-09 10:50:00",1600028894,"2023-07-05 13:02:47","06/14/2023 11:42:00",,"3528-BLDG-SUPPLIES                 ",12,"10-04500        ","Stud, Wood 2x4x10",6.8,81.6,"2023-06-30 00:00:00"
471936,1142,"3-2B","Work Completed","Supplies","2023-06-27 09:50:23",,"2023-06-27 09:50:00",1600028894,"2023-07-05 13:02:47","06/27/2023 16:06:00",,"1142-3-2b-supplies                 ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471438,5032,44,"Work Completed","Supplies","2023-06-15 11:20:54",,"2023-06-15 11:20:00",1600028894,"2023-07-05 13:02:47","06/15/2023 16:00:00",,"5032-44-SUPPLIES-FAUCET            ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471331,3544,"BLDG","Work Completed","Supplies","2023-06-14 10:11:15",,"2023-06-14 10:11:00",1600028894,"2023-07-05 13:02:47","06/20/2023 12:09:00",,"3544-BLDG-PAINT SUPPLIES           ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471477,1369,"BLDG","Work Completed","Supplies","2023-06-15 15:53:02",,"2023-06-21 15:53:00",1600028894,"2023-07-05 13:02:47","06/21/2023 11:54:00",,"1369-BLDG-CLEANING SUPPLIES        ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471936,1142,"3-2B","Work Completed","Supplies","2023-06-27 09:50:23",,"2023-06-27 09:50:00",1600028894,"2023-07-05 13:02:47","06/27/2023 16:06:00",,"1142-3-2b-supplies                 ",1,001             ,"DELIVERY",30,30,"2023-06-30 00:00:00"
471856,1831,"1831BLDG","Work Completed","Supplies","2023-06-26 10:01:40",,"2023-07-03 15:43:54",1600028894,"2023-07-05 13:02:47","06/27/2023 15:42:00",,"831-bldg-janitorial supplies-6-26  ",1,001             ,"DELIVERY",30,30,"2023-06-30 00:00:00"
471856,1831,"1831BLDG","Work Completed","Supplies","2023-06-26 10:01:40",,"2023-07-03 15:43:54",1600028894,"2023-07-05 13:02:47","06/27/2023 15:42:00",,"831-bldg-janitorial supplies-6-26  ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
470553,3502,,"Work Completed","Supplies","2023-06-01 12:24:54",,"2023-06-01 12:24:00",1600028894,"2023-07-05 13:02:47","06/15/2023 11:34:00",,"3502-BLDG SUPPLIES                 ",1,"40-05560        ","Lobby Dust Pan ( black )",26.8,26.8,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",1,"30-00100        ","Compound, joint 5 gallon",29.69,29.69,"2023-06-30 00:00:00"
470553,3502,,"Work Completed","Supplies","2023-06-01 12:24:54",,"2023-06-01 12:24:00",1600028894,"2023-07-05 13:02:47","06/15/2023 11:34:00",,"3502-BLDG SUPPLIES                 ",1,"40-04000        ","Broom, Angle",9.13,9.13,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",2,"40-04553        ","Deodrant, island tropic (5 gallon containers)",41.47,82.94,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",4,"40-00700        ","Bags, Garbage 48 XXH Large",55,220,"2023-06-30 00:00:00"
471167,2060,"BLDG","Work Completed","Supplies","2023-06-12 09:56:32",,"2023-06-12 09:56:00",1600028894,"2023-07-05 13:02:47","06/14/2023 16:04:00",,"2060-BLDG-SUPPLIES/PLYWOOD         ",1,"del             ","DELIVERY CHARGE",30,30,"2023-06-30 00:00:00"
471167,2060,"BLDG","Work Completed","Supplies","2023-06-12 09:56:32",,"2023-06-12 09:56:00",1600028894,"2023-07-05 13:02:47","06/14/2023 16:04:00",,"2060-BLDG-SUPPLIES/PLYWOOD         ",12,"10-02690        ","Plywood 1/2""",65,780,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",6,"40-04250        ","Caulking, Bathroom Silicone (white)",12.95,77.7,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",1,001             ,"DELIVERY",30,30,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",6,"40-03850        ","Bleach, 1 gallon",4.89,29.34,"2023-06-30 00:00:00"
471705,3529,"BLDG","Work Completed","Supplies","2023-06-22 11:11:39",,"2023-06-22 11:11:00",1600028894,"2023-07-05 13:02:47","06/26/2023 15:57:00",,"3529-BLDG-SUPPLIES                 ",4,"40-04225        ","Carbon Monoxide Detectors/Smoke Detector Combo 10 Year",60,240,"2023-06-30 00:00:00"
470914,1022,"3B","Work Completed","APH-Plumbing","2023-06-07 11:13:33",,"2023-06-09 13:45:00",1600028896,"2023-07-05 13:26:48","06/09/2023 13:49:00",,"1022 - 3B - Shower body repair     ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471821,1006,"4A","Work Completed","APH-Plumbing","2023-06-23 12:24:01",,"2023-06-26 13:49:00",1600028896,"2023-07-05 13:26:48","06/26/2023 13:49:00",,"1006-4A-PLUMBING                   ",0,,":Tax Amount",0,0,"2023-06-30 00:00:00"
471821,1006,"4A","Work Completed","APH-Plumbing","2023-06-23 12:24:01",,"2023-06-26 13:49:00",1600028896,"2023-07-05 13:26:48","06/26/2023 13:49:00",,"1006-4A-PLUMBING                   ",1,"36-01400        ","11/4X12 CP TBE TP       TUBTBER112120",15.01,15.01,"2023-06-30 00:00:00"
471821,1006,"4A","Work Completed","APH-Plumbing","2023-06-23 12:24:01",,"2023-06-26 13:49:00",1600028896,"2023-07-05 13:26:48","06/26/2023 13:49:00",,"1006-4A-PLUMBING                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1305.48,1305.48,"2023-06-30 00:00:00"
471821,1006,"4A","Work Completed","APH-Plumbing","2023-06-23 12:24:01",,"2023-06-26 13:49:00",1600028896,"2023-07-05 13:26:48","06/26/2023 13:49:00",,"1006-4A-PLUMBING                   ",1,"36-00750        ","11/2 TUBULAR P TRAP W.C.       TRATBPTWC",39.51,39.51,"2023-06-30 00:00:00"
471792,1182,"BLDG","Work Completed","APH-Plumbing","2023-06-23 10:22:37",,"2023-06-23 10:22:00",1600028896,"2023-07-05 13:26:48","06/23/2023 12:25:00",,"1182-BLDG-PLUMBING                 ",1,"aph_plumbing    ","APH PLUMBING SERVICES",720,720,"2023-06-30 00:00:00"
471569,1704,"2D","Work Completed","APH-Plumbing","2023-06-20 10:59:08",,"2023-06-12 10:59:00",1600028896,"2023-07-05 13:26:48","06/12/2023 09:00:00","sepulved    ","1704-2D-TOILET                     ",0,,"",0,0,"2023-06-30 00:00:00"
471569,1704,"2D","Work Completed","APH-Plumbing","2023-06-20 10:59:08",,"2023-06-12 10:59:00",1600028896,"2023-07-05 13:26:48","06/12/2023 09:00:00",,"1704-2D-TOILET                     ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1185,1185,"2023-06-30 00:00:00"
470547,3572,"2C","Work Completed","APH-Plumbing","2023-06-01 11:31:12",,"2023-06-02 11:31:00",1600028896,"2023-07-05 13:26:48","06/02/2023 15:03:00",,"3572-2C-Plumbing                   ",1,"aph_plumbing    ","APH PLUMBING SERVICES",1376.97,1376.97,"2023-06-30 00:00:00"
470547,3572,"2C","Work Completed","APH-Plumbing","2023-06-01 11:31:12",,"2023-06-02 11:31:00",1600028896,"2023-07-05 13:26:48","06/02/2023 15:03:00",,"3572-2C-Plumbing                   ",1,"36-00750        ","11/2 TUBULAR P TRAP W.C.       TRATBPTWC",39.51,39.51,"2023-06-30 00:00:00"
470547,3572,"2C","Work Completed","APH-Plumbing","2023-06-01 11:31:12",,"2023-06-02 11:31:00",1600028896,"2023-07-05 13:26:48","06/02/2023 15:03:00","sepulved    ","3572-2C-Plumbing                   ",0,,"",0,0,"2023-06-30 00:00:00"
